Mes,Departamento de residencia,Total,Hombres,Mujeres,Anio
Enero,Sololá,896,431,465,17
Enero,Totonicapán,1022,518,504,17
Enero,Quetzaltenango,1677,849,828,17
Enero,Suchitepéquez,1070,530,540,17
Enero,Retalhuleu,638,316,322,17
Enero,San Marcos,2457,1224,1233,17
Enero,Huehuetenango,3149,1553,1596,17
Enero,Quiché,2360,1186,1174,17
Enero,Baja Verapaz,630,317,313,17
Enero,Alta Verapaz,2693,1402,1291,17
Enero,Petén,1129,563,566,17
Enero,Izabal,735,384,351,17
Enero,Zacapa,470,226,244,17
Enero,Chiquimula,890,467,423,17
Enero,Jalapa,764,395,369,17
Enero,Jutiapa,884,468,416,17
Enero,Extranjero,15,7,8,17
Enero,Ignorado,5,2,3,17
Febrero,Todos los departamentos,27610,14133,13477,17
Febrero,Guatemala,4798,2467,2331,17
Febrero,El Progreso,300,158,142,17
Febrero,Sacatepéquez,515,271,244,17
Febrero,Chimaltenango,1257,651,606,17
Febrero,Escuintla,1116,547,569,17
Febrero,Santa Rosa,524,286,238,17
Febrero,Sololá,764,391,373,17
Febrero,Totonicapán,1017,511,506,17
Febrero,Quetzaltenango,1421,710,711,17
Febrero,Suchitepéquez,1002,508,494,17
Febrero,Retalhuleu,619,316,303,17
Febrero,San Marcos,2255,1130,1125,17
Febrero,Huehuetenango,2722,1334,1388,17
Febrero,Quiché,2190,1131,1059,17
Febrero,Baja Verapaz,599,312,287,17
Febrero,Alta Verapaz,2337,1241,1096,17
Febrero,Petén,935,495,440,17
Febrero,Izabal,603,291,312,17
Febrero,Zacapa,382,212,170,17
Febrero,Chiquimula,828,412,416,17
Febrero,Jalapa,648,340,308,17
Febrero,Jutiapa,764,414,350,17
Febrero,Extranjero,10,5,5,17
Febrero,Ignorado,4,0,4,17
Marzo,Todos los departamentos,31876,16153,15723,17
Marzo,Guatemala,5714,2901,2813,17
Marzo,El Progreso,340,175,165,17
Marzo,Sacatepéquez,561,299,262,17
Marzo,Chimaltenango,1418,719,699,17
Marzo,Escuintla,1385,693,692,17
Marzo,Santa Rosa,674,323,351,17
Marzo,Sololá,907,471,436,17
Marzo,Totonicapán,1115,574,541,17
Marzo,Quetzaltenango,1770,880,890,17
Marzo,Suchitepéquez,1129,563,566,17
Marzo,Retalhuleu,645,351,294,17
Marzo,San Marcos,2504,1298,1206,17
Marzo,Huehuetenango,3085,1541,1544,17
Marzo,Quiché,2462,1235,1227,17
Marzo,Baja Verapaz,675,338,337,17
Marzo,Alta Verapaz,2646,1315,1331,17
Marzo,Petén,1094,573,521,17
Marzo,Izabal,747,375,372,17
Marzo,Zacapa,483,237,246,17
Marzo,Chiquimula,902,460,442,17
Marzo,Jalapa,706,340,366,17
Marzo,Jutiapa,894,481,413,17
Marzo,Extranjero,9,6,3,17
Marzo,Ignorado,11,5,6,17
Abril,Todos los departamentos,30987,15865,15122,17
Abril,Guatemala,5278,2757,2521,17
Abril,El Progreso,331,167,164,17
Abril,Sacatepéquez,543,292,251,17
Abril,Chimaltenango,1207,581,626,17
Abril,Escuintla,1301,663,638,17
Abril,Santa Rosa,677,362,315,17
Abril,Sololá,861,427,434,17
Abril,Totonicapán,1040,528,512,17
Abril,Quetzaltenango,1664,832,832,17
Abril,Suchitepéquez,1083,559,524,17
Abril,Retalhuleu,647,320,327,17
Abril,San Marcos,2482,1222,1260,17
Abril,Huehuetenango,3096,1600,1496,17
Abril,Quiché,2423,1267,1156,17
Abril,Baja Verapaz,691,351,340,17
Abril,Alta Verapaz,2740,1407,1333,17
Abril,Petén,1221,632,589,17
Abril,Izabal,808,414,394,17
Abril,Zacapa,487,245,242,17
Abril,Chiquimula,834,425,409,17
Abril,Jalapa,691,380,311,17
Abril,Jutiapa,864,423,441,17
Abril,Extranjero,11,6,5,17
Abril,Ignorado,7,5,2,17
Mayo,Todos los departamentos,32381,16656,15725,17
Mayo,Guatemala,5570,2887,2683,17
Mayo,El Progreso,325,158,167,17
Mayo,Sacatepéquez,594,318,276,17
Mayo,Chimaltenango,1269,636,633,17
Mayo,Escuintla,1387,706,681,17
Mayo,Santa Rosa,758,389,369,17
Mayo,Sololá,847,456,391,17
Mayo,Totonicapán,1113,605,508,17
Mayo,Quetzaltenango,1664,849,815,17
Mayo,Suchitepéquez,1184,590,594,17
Mayo,Retalhuleu,707,374,333,17
Mayo,San Marcos,2665,1353,1312,17
Mayo,Huehuetenango,3089,1587,1502,17
Mayo,Quiché,2463,1277,1186,17
Mayo,Baja Verapaz,675,342,333,17
Mayo,Alta Verapaz,2933,1482,1451,17
Mayo,Petén,1299,661,638,17
Mayo,Izabal,764,385,379,17
Mayo,Zacapa,492,251,241,17
Mayo,Chiquimula,962,509,453,17
Mayo,Jalapa,696,365,331,17
Mayo,Jutiapa,900,463,437,17
Mayo,Extranjero,15,9,6,17
Mayo,Ignorado,10,4,6,17
Junio,Todos los departamentos,31607,16233,15374,17
Junio,Guatemala,5637,2875,2762,17
Junio,El Progreso,321,144,177,17
Junio,Sacatepéquez,545,273,272,17
Junio,Chimaltenango,1309,672,637,17
Junio,Escuintla,1344,698,646,17
Junio,Santa Rosa,713,384,329,17
Junio,Sololá,831,419,412,17
Junio,Totonicapán,1052,562,490,17
Junio,Quetzaltenango,1693,888,805,17
Junio,Suchitepéquez,1153,585,568,17
Junio,Retalhuleu,645,328,317,17
Junio,San Marcos,2465,1281,1184,17
Junio,Huehuetenango,3085,1570,1515,17
Junio,Quiché,2380,1188,1192,17
Junio,Baja Verapaz,683,348,335,17
Junio,Alta Verapaz,2769,1469,1300,17
Junio,Petén,1179,581,598,17
Junio,Izabal,760,403,357,17
Junio,Zacapa,485,278,207,17
Junio,Chiquimula,926,464,462,17
Junio,Jalapa,724,367,357,17
Junio,Jutiapa,888,448,440,17
Junio,Extranjero,16,7,9,17
Junio,Ignorado,4,1,3,17
Julio,Todos los departamentos,32644,16445,16199,17
Julio,Guatemala,5857,2949,2908,17
Julio,El Progreso,352,171,181,17
Julio,Sacatepéquez,533,247,286,17
Julio,Chimaltenango,1342,674,668,17
Julio,Escuintla,1395,717,678,17
Julio,Santa Rosa,754,361,393,17
Julio,Sololá,839,411,428,17
Julio,Totonicapán,1038,529,509,17
Julio,Quetzaltenango,1737,890,847,17
Julio,Suchitepéquez,1154,586,568,17
Julio,Retalhuleu,686,350,336,17
Julio,San Marcos,2551,1281,1270,17
Julio,Huehuetenango,3220,1627,1593,17
Julio,Quiché,2465,1241,1224,17
Julio,Baja Verapaz,681,338,343,17
Julio,Alta Verapaz,2884,1510,1374,17
Julio,Petén,1248,627,621,17
Julio,Izabal,849,432,417,17
Julio,Zacapa,489,242,247,17
Julio,Chiquimula,894,434,460,17
Julio,Jalapa,742,357,385,17
Julio,Jutiapa,901,457,444,17
Julio,Extranjero,26,11,15,17
Julio,Ignorado,7,3,4,17
Agosto,Todos los departamentos,32887,16670,16217,17
Agosto,Guatemala,5797,2890,2907,17
Agosto,El Progreso,350,170,180,17
Agosto,Sacatepéquez,587,300,287,17
Agosto,Chimaltenango,1387,711,676,17
Agosto,Escuintla,1394,732,662,17
Agosto,Santa Rosa,708,372,336,17
Agosto,Sololá,846,437,409,17
Agosto,Totonicapán,1021,536,485,17
Agosto,Quetzaltenango,1762,923,839,17
Agosto,Suchitepéquez,1124,560,564,17
Agosto,Retalhuleu,694,354,340,17
Agosto,San Marcos,2581,1313,1268,17
Agosto,Huehuetenango,3190,1569,1621,17
Agosto,Quiché,2401,1240,1161,17
Agosto,Baja Verapaz,661,311,350,17
Agosto,Alta Verapaz,2926,1472,1454,17
Agosto,Petén,1368,705,663,17
Agosto,Izabal,930,472,458,17
Agosto,Zacapa,542,265,277,17
Agosto,Chiquimula,860,423,437,17
Agosto,Jalapa,766,413,353,17
Agosto,Jutiapa,971,493,478,17
Agosto,Extranjero,15,7,8,17
Agosto,Ignorado,6,2,4,17
Septiembre,Todos los departamentos,33514,17027,16487,17
Septiembre,Guatemala,5785,2960,2825,17
Septiembre,El Progreso,371,206,165,17
Septiembre,Sacatepéquez,598,297,301,17
Septiembre,Chimaltenango,1378,703,675,17
Septiembre,Escuintla,1407,694,713,17
Septiembre,Santa Rosa,814,395,419,17
Septiembre,Sololá,846,436,410,17
Septiembre,Totonicapán,1086,536,550,17
Septiembre,Quetzaltenango,1774,898,876,17
Septiembre,Suchitepéquez,1209,616,593,17
Septiembre,Retalhuleu,681,342,339,17
Septiembre,San Marcos,2608,1314,1294,17
Septiembre,Huehuetenango,3369,1769,1600,17
Septiembre,Quiché,2398,1199,1199,17
Septiembre,Baja Verapaz,623,306,317,17
Septiembre,Alta Verapaz,3123,1597,1526,17
Septiembre,Petén,1364,684,680,17
Septiembre,Izabal,942,470,472,17
Septiembre,Zacapa,523,276,247,17
Septiembre,Chiquimula,860,432,428,17
Septiembre,Jalapa,765,398,367,17
Septiembre,Jutiapa,964,487,477,17
Septiembre,Extranjero,18,8,10,17
Septiembre,Ignorado,8,4,4,17
Octubre,Todos los departamentos,33822,17340,16482,17
Octubre,Guatemala,5846,3029,2817,17
Octubre,El Progreso,377,190,187,17
Octubre,Sacatepéquez,572,292,280,17
Octubre,Chimaltenango,1356,686,670,17
Octubre,Escuintla,1539,763,776,17
Octubre,Santa Rosa,742,386,356,17
Octubre,Sololá,885,446,439,17
Octubre,Totonicapán,1170,596,574,17
Octubre,Quetzaltenango,1769,923,846,17
Octubre,Suchitepéquez,1205,624,581,17
Octubre,Retalhuleu,784,393,391,17
Octubre,San Marcos,2610,1365,1245,17
Octubre,Huehuetenango,3337,1695,1642,17
Octubre,Quiché,2441,1266,1175,17
Octubre,Baja Verapaz,652,347,305,17
Octubre,Alta Verapaz,3023,1520,1503,17
Octubre,Petén,1420,745,675,17
Octubre,Izabal,922,452,470,17
Octubre,Zacapa,536,292,244,17
Octubre,Chiquimula,857,445,412,17
Octubre,Jalapa,815,395,420,17
Octubre,Jutiapa,943,476,467,17
Octubre,Extranjero,16,9,7,17
Octubre,Ignorado,5,5,0,17
Noviembre,Todos los departamentos,31469,16116,15353,17
Noviembre,Guatemala,5404,2815,2589,17
Noviembre,El Progreso,332,166,166,17
Noviembre,Sacatepéquez,499,233,266,17
Noviembre,Chimaltenango,1246,632,614,17
Noviembre,Escuintla,1428,741,687,17
Noviembre,Santa Rosa,730,400,330,17
Noviembre,Sololá,826,395,431,17
Noviembre,Totonicapán,1025,533,492,17
Noviembre,Quetzaltenango,1672,836,836,17
Noviembre,Suchitepéquez,1109,566,543,17
Noviembre,Retalhuleu,698,337,361,17
Noviembre,San Marcos,2485,1256,1229,17
Noviembre,Huehuetenango,3108,1561,1547,17
Noviembre,Quiché,2253,1164,1089,17
Noviembre,Baja Verapaz,673,354,319,17
Noviembre,Alta Verapaz,2858,1503,1355,17
Noviembre,Petén,1223,616,607,17
Noviembre,Izabal,906,465,441,17
Noviembre,Zacapa,492,238,254,17
Noviembre,Chiquimula,822,440,382,17
Noviembre,Jalapa,826,431,395,17
Noviembre,Jutiapa,825,420,405,17
Noviembre,Extranjero,24,13,11,17
Noviembre,Ignorado,5,1,4,17
Diciembre,Todos los departamentos,31924,16232,15692,17
Diciembre,Guatemala,5289,2669,2620,17
Diciembre,El Progreso,299,154,145,17
Diciembre,Sacatepéquez,536,283,253,17
Diciembre,Chimaltenango,1342,698,644,17
Diciembre,Escuintla,1341,716,625,17
Diciembre,Santa Rosa,708,358,350,17
Diciembre,Sololá,861,415,446,17
Diciembre,Totonicapán,1045,561,484,17
Diciembre,Quetzaltenango,1645,819,826,17
Diciembre,Suchitepéquez,1127,591,536,17
Diciembre,Retalhuleu,671,323,348,17
Diciembre,San Marcos,2470,1300,1170,17
Diciembre,Huehuetenango,3157,1658,1499,17
Diciembre,Quiché,2415,1216,1199,17
Diciembre,Baja Verapaz,669,316,353,17
Diciembre,Alta Verapaz,3034,1529,1505,17
Diciembre,Petén,1328,654,674,17
Diciembre,Izabal,823,391,432,17
Diciembre,Zacapa,504,265,239,17
Diciembre,Chiquimula,860,410,450,17
Diciembre,Jalapa,829,421,408,17
Diciembre,Jutiapa,950,475,475,17
Diciembre,Extranjero,19,9,10,17
Diciembre,Ignorado,2,1,1,17
Todos los meses,Todos los departamentos,383263,194923,188340,18
Todos los meses,Guatemala,64735,32690,32045,18
Todos los meses,El Progreso,3920,2067,1853,18
Todos los meses,Sacatepéquez,6545,3345,3200,18
Todos los meses,Chimaltenango,15540,7892,7648,18
Todos los meses,Escuintla,16321,8417,7904,18
Todos los meses,Santa Rosa,8228,4211,4017,18
Todos los meses,Sololá,10168,5183,4985,18
Todos los meses,Totonicapán,12945,6610,6335,18
Todos los meses,Quetzaltenango,20050,10191,9859,18
Todos los meses,Suchitepéquez,13623,6999,6624,18
Todos los meses,Retalhuleu,8236,4209,4027,18
Todos los meses,San Marcos,29426,14958,14468,18
Todos los meses,Huehuetenango,38156,19379,18777,18
Todos los meses,Quiché,30168,15360,14808,18
Todos los meses,Baja Verapaz,8030,4085,3945,18
Todos los meses,Alta Verapaz,34819,17657,17162,18
Todos los meses,Petén,15427,7830,7597,18
Todos los meses,Izabal,10130,5101,5029,18
Todos los meses,Zacapa,5835,2917,2918,18
Todos los meses,Chiquimula,10698,5464,5234,18
Todos los meses,Jalapa,9305,4763,4542,18
Todos los meses,Jutiapa,10536,5373,5163,18
Todos los meses,Extranjero,339,180,159,18
Todos los meses,Ignorado,83,42,41,18
Enero,Todos los departamentos,32679,16651,16028,18
Enero,Guatemala,5610,2861,2749,18
Enero,El Progreso,310,167,143,18
Enero,Sacatepéquez,563,298,265,18
Enero,Chimaltenango,1369,701,668,18
Enero,Escuintla,1380,691,689,18
Enero,Santa Rosa,732,349,383,18
Enero,Sololá,859,441,418,18
Enero,Totonicapán,1118,554,564,18
Enero,Quetzaltenango,1633,830,803,18
Enero,Suchitepéquez,1151,603,548,18
Enero,Retalhuleu,732,376,356,18
Enero,San Marcos,2527,1300,1227,18
Enero,Huehuetenango,3220,1668,1552,18
Enero,Quiché,2625,1325,1300,18
Enero,Baja Verapaz,706,359,347,18
Enero,Alta Verapaz,2945,1502,1443,18
Enero,Petén,1183,593,590,18
Enero,Izabal,858,451,407,18
Enero,Zacapa,477,239,238,18
Enero,Chiquimula,940,465,475,18
Enero,Jalapa,829,418,411,18
Enero,Jutiapa,890,449,441,18
Enero,Extranjero,14,6,8,18
Enero,Ignorado,8,5,3,18
Febrero,Todos los departamentos,28397,14424,13973,18
Febrero,Guatemala,4987,2493,2494,18
Febrero,El Progreso,279,121,158,18
Febrero,Sacatepéquez,446,202,244,18
Febrero,Chimaltenango,1220,614,606,18
Febrero,Escuintla,1146,573,573,18
Febrero,Santa Rosa,654,346,308,18
Febrero,Sololá,755,368,387,18
Febrero,Totonicapán,1012,544,468,18
Febrero,Quetzaltenango,1490,790,700,18
Febrero,Suchitepéquez,975,484,491,18
Febrero,Retalhuleu,618,319,299,18
Febrero,San Marcos,2174,1092,1082,18
Febrero,Huehuetenango,2793,1417,1376,18
Febrero,Quiché,2351,1197,1154,18
Febrero,Baja Verapaz,607,312,295,18
Febrero,Alta Verapaz,2463,1268,1195,18
Febrero,Petén,948,482,466,18
Febrero,Izabal,693,377,316,18
Febrero,Zacapa,441,208,233,18
Febrero,Chiquimula,826,421,405,18
Febrero,Jalapa,693,365,328,18
Febrero,Jutiapa,788,407,381,18
Febrero,Extranjero,30,20,10,18
Febrero,Ignorado,8,4,4,18
Marzo,Todos los departamentos,31924,16209,15715,18
Marzo,Guatemala,5526,2786,2740,18
Marzo,El Progreso,313,178,135,18
Marzo,Sacatepéquez,568,286,282,18
Marzo,Chimaltenango,1307,642,665,18
Marzo,Escuintla,1382,716,666,18
Marzo,Santa Rosa,680,363,317,18
Marzo,Sololá,838,417,421,18
Marzo,Totonicapán,1131,578,553,18
Marzo,Quetzaltenango,1716,829,887,18
Marzo,Suchitepéquez,1143,597,546,18
Marzo,Retalhuleu,699,372,327,18
Marzo,San Marcos,2452,1248,1204,18
Marzo,Huehuetenango,3121,1531,1590,18
Marzo,Quiché,2628,1383,1245,18
Marzo,Baja Verapaz,672,335,337,18
Marzo,Alta Verapaz,2780,1432,1348,18
Marzo,Petén,1180,593,587,18
Marzo,Izabal,755,379,376,18
Marzo,Zacapa,479,214,265,18
Marzo,Chiquimula,897,469,428,18
Marzo,Jalapa,742,386,356,18
Marzo,Jutiapa,879,448,431,18
Marzo,Extranjero,32,24,8,18
Marzo,Ignorado,4,3,1,18
Abril,Todos los departamentos,31104,15894,15210,18
Abril,Guatemala,5431,2772,2659,18
Abril,El Progreso,273,146,127,18
Abril,Sacatepéquez,511,266,245,18
Abril,Chimaltenango,1199,586,613,18
Abril,Escuintla,1219,639,580,18
Abril,Santa Rosa,683,361,322,18
Abril,Sololá,783,399,384,18
Abril,Totonicapán,1052,527,525,18
Abril,Quetzaltenango,1682,846,836,18
Abril,Suchitepéquez,1044,533,511,18
Abril,Retalhuleu,659,331,328,18
Abril,San Marcos,2413,1243,1170,18
Abril,Huehuetenango,3109,1583,1526,18
Abril,Quiché,2552,1289,1263,18
Abril,Baja Verapaz,668,361,307,18
Abril,Alta Verapaz,2863,1485,1378,18
Abril,Petén,1247,636,611,18
Abril,Izabal,771,390,381,18
Abril,Zacapa,479,251,228,18
Abril,Chiquimula,873,440,433,18
Abril,Jalapa,764,384,380,18
Abril,Jutiapa,795,405,390,18
Abril,Extranjero,26,15,11,18
Abril,Ignorado,8,6,2,18
Mayo,Todos los departamentos,31907,16235,15672,18
Mayo,Guatemala,5528,2743,2785,18
Mayo,El Progreso,330,182,148,18
Mayo,Sacatepéquez,547,265,282,18
Mayo,Chimaltenango,1264,650,614,18
Mayo,Escuintla,1273,659,614,18
Mayo,Santa Rosa,676,340,336,18
Mayo,Sololá,825,434,391,18
Mayo,Totonicapán,1078,574,504,18
Mayo,Quetzaltenango,1726,868,858,18
Mayo,Suchitepéquez,1120,584,536,18
Mayo,Retalhuleu,708,375,333,18
Mayo,San Marcos,2402,1240,1162,18
Mayo,Huehuetenango,3202,1613,1589,18
Mayo,Quiché,2557,1329,1228,18
Mayo,Baja Verapaz,676,350,326,18
Mayo,Alta Verapaz,2830,1430,1400,18
Mayo,Petén,1282,646,636,18
Mayo,Izabal,827,394,433,18
Mayo,Zacapa,462,233,229,18
Mayo,Chiquimula,914,440,474,18
Mayo,Jalapa,741,376,365,18
Mayo,Jutiapa,903,491,412,18
Mayo,Extranjero,30,18,12,18
Mayo,Ignorado,6,1,5,18
Junio,Todos los departamentos,30153,15346,14807,18
Junio,Guatemala,5221,2599,2622,18
Junio,El Progreso,327,180,147,18
Junio,Sacatepéquez,507,270,237,18
Junio,Chimaltenango,1252,667,585,18
Junio,Escuintla,1311,648,663,18
Junio,Santa Rosa,611,331,280,18
Junio,Sololá,820,415,405,18
Junio,Totonicapán,1039,524,515,18
Junio,Quetzaltenango,1586,824,762,18
Junio,Suchitepéquez,1082,572,510,18
Junio,Retalhuleu,630,305,325,18
Junio,San Marcos,2362,1178,1184,18
Junio,Huehuetenango,3036,1540,1496,18
Junio,Quiché,2371,1237,1134,18
Junio,Baja Verapaz,607,326,281,18
Junio,Alta Verapaz,2688,1328,1360,18
Junio,Petén,1140,577,563,18
Junio,Izabal,717,343,374,18
Junio,Zacapa,433,233,200,18
Junio,Chiquimula,855,460,395,18
Junio,Jalapa,725,368,357,18
Junio,Jutiapa,798,403,395,18
Junio,Extranjero,25,12,13,18
Junio,Ignorado,10,6,4,18
Julio,Todos los departamentos,31871,16283,15588,18
Julio,Guatemala,5523,2802,2721,18
Julio,El Progreso,315,162,153,18
Julio,Sacatepéquez,562,293,269,18
Julio,Chimaltenango,1310,681,629,18
Julio,Escuintla,1373,728,645,18
Julio,Santa Rosa,633,319,314,18
Julio,Sololá,910,468,442,18
Julio,Totonicapán,1099,558,541,18
Julio,Quetzaltenango,1653,824,829,18
Julio,Suchitepéquez,1148,588,560,18
Julio,Retalhuleu,673,349,324,18
Julio,San Marcos,2451,1278,1173,18
Julio,Huehuetenango,3126,1614,1512,18
Julio,Quiché,2548,1281,1267,18
Julio,Baja Verapaz,679,339,340,18
Julio,Alta Verapaz,2818,1390,1428,18
Julio,Petén,1321,686,635,18
Julio,Izabal,837,425,412,18
Julio,Zacapa,464,246,218,18
Julio,Chiquimula,835,426,409,18
Julio,Jalapa,742,388,354,18
Julio,Jutiapa,818,419,399,18
Julio,Extranjero,27,16,11,18
Julio,Ignorado,6,3,3,18
Agosto,Todos los departamentos,32820,16714,16106,18
Agosto,Guatemala,5419,2712,2707,18
Agosto,El Progreso,335,168,167,18
Agosto,Sacatepéquez,547,283,264,18
Agosto,Chimaltenango,1257,651,606,18
Agosto,Escuintla,1424,783,641,18
Agosto,Santa Rosa,690,344,346,18
Agosto,Sololá,890,452,438,18
Agosto,Totonicapán,1073,537,536,18
Agosto,Quetzaltenango,1672,858,814,18
Agosto,Suchitepéquez,1141,603,538,18
Agosto,Retalhuleu,684,358,326,18
Agosto,San Marcos,2481,1255,1226,18
Agosto,Huehuetenango,3252,1656,1596,18
Agosto,Quiché,2517,1288,1229,18
Agosto,Baja Verapaz,662,325,337,18
Agosto,Alta Verapaz,3064,1559,1505,18
Agosto,Petén,1484,770,714,18
Agosto,Izabal,1039,518,521,18
Agosto,Zacapa,517,241,276,18
Agosto,Chiquimula,858,425,433,18
Agosto,Jalapa,777,398,379,18
Agosto,Jutiapa,995,509,486,18
Agosto,Extranjero,34,18,16,18
Agosto,Ignorado,8,3,5,18
Septiembre,Todos los departamentos,34723,17497,17226,18
Septiembre,Guatemala,5706,2876,2830,18
Septiembre,El Progreso,392,211,181,18
Septiembre,Sacatepéquez,584,292,292,18
Septiembre,Chimaltenango,1357,686,671,18
Septiembre,Escuintla,1518,792,726,18
Septiembre,Santa Rosa,764,380,384,18
Septiembre,Sololá,945,502,443,18
Septiembre,Totonicapán,1121,563,558,18
Septiembre,Quetzaltenango,1743,878,865,18
Septiembre,Suchitepéquez,1245,623,622,18
Septiembre,Retalhuleu,724,352,372,18
Septiembre,San Marcos,2677,1337,1340,18
Septiembre,Huehuetenango,3517,1774,1743,18
Septiembre,Quiché,2577,1288,1289,18
Septiembre,Baja Verapaz,672,321,351,18
Septiembre,Alta Verapaz,3342,1656,1686,18
Septiembre,Petén,1547,758,789,18
Septiembre,Izabal,988,516,472,18
Septiembre,Zacapa,582,295,287,18
Septiembre,Chiquimula,962,502,460,18
Septiembre,Jalapa,807,410,397,18
Septiembre,Jutiapa,922,473,449,18
Septiembre,Extranjero,25,9,16,18
Septiembre,Ignorado,6,3,3,18
Octubre,Todos los departamentos,34192,17549,16643,18
Octubre,Guatemala,5564,2869,2695,18
Octubre,El Progreso,360,187,173,18
Octubre,Sacatepéquez,640,331,309,18
Octubre,Chimaltenango,1382,701,681,18
Octubre,Escuintla,1541,773,768,18
Octubre,Santa Rosa,756,385,371,18
Octubre,Sololá,842,441,401,18
Octubre,Totonicapán,1127,616,511,18
Octubre,Quetzaltenango,1807,927,880,18
Octubre,Suchitepéquez,1202,626,576,18
Octubre,Retalhuleu,766,384,382,18
Octubre,San Marcos,2656,1360,1296,18
Octubre,Huehuetenango,3275,1655,1620,18
Octubre,Quiché,2508,1279,1229,18
Octubre,Baja Verapaz,704,374,330,18
Octubre,Alta Verapaz,3128,1596,1532,18
Octubre,Petén,1560,807,753,18
Octubre,Izabal,973,491,482,18
Octubre,Zacapa,547,281,266,18
Octubre,Chiquimula,958,509,449,18
Octubre,Jalapa,853,426,427,18
Octubre,Jutiapa,1001,513,488,18
Octubre,Extranjero,34,16,18,18
Octubre,Ignorado,8,2,6,18
Noviembre,Todos los departamentos,31757,16033,15724,18
Noviembre,Guatemala,5110,2579,2531,18
Noviembre,El Progreso,350,181,169,18
Noviembre,Sacatepéquez,571,299,272,18
Noviembre,Chimaltenango,1282,629,653,18
Noviembre,Escuintla,1386,725,661,18
Noviembre,Santa Rosa,678,346,332,18
Noviembre,Sololá,832,405,427,18
Noviembre,Totonicapán,1035,506,529,18
Noviembre,Quetzaltenango,1688,862,826,18
Noviembre,Suchitepéquez,1224,610,614,18
Noviembre,Retalhuleu,676,347,329,18
Noviembre,San Marcos,2321,1168,1153,18
Noviembre,Huehuetenango,3211,1618,1593,18
Noviembre,Quiché,2454,1227,1227,18
Noviembre,Baja Verapaz,662,336,326,18
Noviembre,Alta Verapaz,2960,1520,1440,18
Noviembre,Petén,1378,696,682,18
Noviembre,Izabal,854,409,445,18
Noviembre,Zacapa,485,246,239,18
Noviembre,Chiquimula,874,434,440,18
Noviembre,Jalapa,813,435,378,18
Noviembre,Jutiapa,870,433,437,18
Noviembre,Extranjero,34,16,18,18
Noviembre,Ignorado,9,6,3,18
Diciembre,Todos los departamentos,31736,16088,15648,18
Diciembre,Guatemala,5110,2598,2512,18
Diciembre,El Progreso,336,184,152,18
Diciembre,Sacatepéquez,499,260,239,18
Diciembre,Chimaltenango,1341,684,657,18
Diciembre,Escuintla,1368,690,678,18
Diciembre,Santa Rosa,671,347,324,18
Diciembre,Sololá,869,441,428,18
Diciembre,Totonicapán,1060,529,531,18
Diciembre,Quetzaltenango,1654,855,799,18
Diciembre,Suchitepéquez,1148,576,572,18
Diciembre,Retalhuleu,667,341,326,18
Diciembre,San Marcos,2510,1259,1251,18
Diciembre,Huehuetenango,3294,1710,1584,18
Diciembre,Quiché,2480,1237,1243,18
Diciembre,Baja Verapaz,715,347,368,18
Diciembre,Alta Verapaz,2938,1491,1447,18
Diciembre,Petén,1157,586,571,18
Diciembre,Izabal,818,408,410,18
Diciembre,Zacapa,469,230,239,18
Diciembre,Chiquimula,906,473,433,18
Diciembre,Jalapa,819,409,410,18
Diciembre,Jutiapa,877,423,454,18
Diciembre,Extranjero,28,10,18,18
Diciembre,Ignorado,2,0,2,18
Todos los meses,Todos los departamentos,366855,186641,180214,19
Todos los meses,Guatemala,59563,30141,29422,19
Todos los meses,El Progreso,3709,1880,1829,19
Todos los meses,Sacatepéquez,6341,3230,3111,19
Todos los meses,Chimaltenango,15192,7807,7385,19
Todos los meses,Escuintla,15437,7944,7493,19
Todos los meses,Santa Rosa,8024,4026,3998,19
Todos los meses,Sololá,10021,5125,4896,19
Todos los meses,Totonicapán,12507,6418,6089,19
Todos los meses,Quetzaltenango,19461,9803,9658,19
Todos los meses,Suchitepéquez,13252,6741,6511,19
Todos los meses,Retalhuleu,7752,3996,3756,19
Todos los meses,San Marcos,27460,13969,13491,19
Todos los meses,Huehuetenango,36881,18750,18131,19
Todos los meses,Quiché,29288,14932,14356,19
Todos los meses,Baja Verapaz,7831,3988,3843,19
Todos los meses,Alta Verapaz,34614,17648,16966,19
Todos los meses,Petén,14851,7566,7285,19
Todos los meses,Izabal,9393,4729,4664,19
Todos los meses,Zacapa,5460,2786,2674,19
Todos los meses,Chiquimula,10123,5115,5008,19
Todos los meses,Jalapa,8931,4564,4367,19
Todos los meses,Jutiapa,10357,5282,5075,19
Todos los meses,Extranjero,339,170,169,19
Todos los meses,Ignorado,68,31,37,19
Enero,Todos los departamentos,32017,16450,15567,19
Enero,Guatemala,5153,2624,2529,19
Enero,El Progreso,308,164,144,19
Enero,Sacatepéquez,546,279,267,19
Enero,Chimaltenango,1298,655,643,19
Enero,Escuintla,1375,702,673,19
Enero,Santa Rosa,723,372,351,19
Enero,Sololá,827,423,404,19
Enero,Totonicapán,1093,566,527,19
Enero,Quetzaltenango,1626,792,834,19
Enero,Suchitepéquez,1105,580,525,19
Enero,Retalhuleu,684,379,305,19
Enero,San Marcos,2470,1237,1233,19
Enero,Huehuetenango,3337,1714,1623,19
Enero,Quiché,2586,1373,1213,19
Enero,Baja Verapaz,703,368,335,19
Enero,Alta Verapaz,2999,1553,1446,19
Enero,Petén,1263,628,635,19
