Departamento de residencia,Estado civil,Grupos de edad,Total,Hombres,Mujeres,Anio
Sololá,Unido(a),65 y más,74,41,33,17
Sololá,Unido(a),Ignorado,0,0,0,17
Sololá,Ignorado(a),Todas las edades,4,3,1,17
Sololá,Ignorado(a),Menos de 15 años,0,0,0,17
Sololá,Ignorado(a),15 - 24,0,0,0,17
Sololá,Ignorado(a),25 - 44,0,0,0,17
Sololá,Ignorado(a),45 - 64,2,2,0,17
Sololá,Ignorado(a),65 y más,0,0,0,17
Sololá,Ignorado(a),Ignorado,2,1,1,17
Totonicapán,Todos los estados civiles,Todas las edades,2420,1325,1095,17
Totonicapán,Todos los estados civiles,Menos de 15 años,292,162,130,17
Totonicapán,Todos los estados civiles,15 - 24,119,67,52,17
Totonicapán,Todos los estados civiles,25 - 44,363,238,125,17
Totonicapán,Todos los estados civiles,45 - 64,533,331,202,17
Totonicapán,Todos los estados civiles,65 y más,1101,525,576,17
Totonicapán,Todos los estados civiles,Ignorado,12,2,10,17
Totonicapán,Soltero(a),Todas las edades,1404,676,728,17
Totonicapán,Soltero(a),Menos de 15 años,292,162,130,17
Totonicapán,Soltero(a),15 - 24,101,60,41,17
Totonicapán,Soltero(a),25 - 44,196,129,67,17
Totonicapán,Soltero(a),45 - 64,195,107,88,17
Totonicapán,Soltero(a),65 y más,615,218,397,17
Totonicapán,Soltero(a),Ignorado,5,0,5,17
Totonicapán,Casado(a),Todas las edades,940,609,331,17
Totonicapán,Casado(a),Menos de 15 años,0,0,0,17
Totonicapán,Casado(a),15 - 24,18,7,11,17
Totonicapán,Casado(a),25 - 44,167,109,58,17
Totonicapán,Casado(a),45 - 64,323,213,110,17
Totonicapán,Casado(a),65 y más,428,278,150,17
Totonicapán,Casado(a),Ignorado,4,2,2,17
Totonicapán,Unido(a),Todas las edades,72,39,33,17
Totonicapán,Unido(a),Menos de 15 años,0,0,0,17
Totonicapán,Unido(a),15 - 24,0,0,0,17
Totonicapán,Unido(a),25 - 44,0,0,0,17
Totonicapán,Unido(a),45 - 64,15,11,4,17
Totonicapán,Unido(a),65 y más,57,28,29,17
Totonicapán,Unido(a),Ignorado,0,0,0,17
Totonicapán,Ignorado(a),Todas las edades,4,1,3,17
Totonicapán,Ignorado(a),Menos de 15 años,0,0,0,17
Totonicapán,Ignorado(a),15 - 24,0,0,0,17
Totonicapán,Ignorado(a),25 - 44,0,0,0,17
Totonicapán,Ignorado(a),45 - 64,0,0,0,17
Totonicapán,Ignorado(a),65 y más,1,1,0,17
Totonicapán,Ignorado(a),Ignorado,3,0,3,17
Quetzaltenango,Todos los estados civiles,Todas las edades,4362,2375,1987,17
Quetzaltenango,Todos los estados civiles,Menos de 15 años,506,278,228,17
Quetzaltenango,Todos los estados civiles,15 - 24,218,160,58,17
Quetzaltenango,Todos los estados civiles,25 - 44,533,372,161,17
Quetzaltenango,Todos los estados civiles,45 - 64,893,495,398,17
Quetzaltenango,Todos los estados civiles,65 y más,2193,1063,1130,17
Quetzaltenango,Todos los estados civiles,Ignorado,19,7,12,17
Quetzaltenango,Soltero(a),Todas las edades,2648,1375,1273,17
Quetzaltenango,Soltero(a),Menos de 15 años,506,278,228,17
Quetzaltenango,Soltero(a),15 - 24,200,145,55,17
Quetzaltenango,Soltero(a),25 - 44,317,221,96,17
Quetzaltenango,Soltero(a),45 - 64,369,205,164,17
Quetzaltenango,Soltero(a),65 y más,1242,522,720,17
Quetzaltenango,Soltero(a),Ignorado,14,4,10,17
Quetzaltenango,Casado(a),Todas las edades,1630,955,675,17
Quetzaltenango,Casado(a),Menos de 15 años,0,0,0,17
Quetzaltenango,Casado(a),15 - 24,18,15,3,17
Quetzaltenango,Casado(a),25 - 44,213,149,64,17
Quetzaltenango,Casado(a),45 - 64,496,277,219,17
Quetzaltenango,Casado(a),65 y más,900,512,388,17
Quetzaltenango,Casado(a),Ignorado,3,2,1,17
Quetzaltenango,Unido(a),Todas las edades,79,41,38,17
Quetzaltenango,Unido(a),Menos de 15 años,0,0,0,17
Quetzaltenango,Unido(a),15 - 24,0,0,0,17
Quetzaltenango,Unido(a),25 - 44,3,2,1,17
Quetzaltenango,Unido(a),45 - 64,26,11,15,17
Quetzaltenango,Unido(a),65 y más,50,28,22,17
Quetzaltenango,Unido(a),Ignorado,0,0,0,17
Quetzaltenango,Ignorado(a),Todas las edades,5,4,1,17
Quetzaltenango,Ignorado(a),Menos de 15 años,0,0,0,17
Quetzaltenango,Ignorado(a),15 - 24,0,0,0,17
Quetzaltenango,Ignorado(a),25 - 44,0,0,0,17
Quetzaltenango,Ignorado(a),45 - 64,2,2,0,17
Quetzaltenango,Ignorado(a),65 y más,1,1,0,17
Quetzaltenango,Ignorado(a),Ignorado,2,1,1,17
Suchitepéquez,Todos los estados civiles,Todas las edades,2927,1633,1294,17
Suchitepéquez,Todos los estados civiles,Menos de 15 años,165,86,79,17
Suchitepéquez,Todos los estados civiles,15 - 24,160,120,40,17
Suchitepéquez,Todos los estados civiles,25 - 44,423,276,147,17
Suchitepéquez,Todos los estados civiles,45 - 64,698,372,326,17
Suchitepéquez,Todos los estados civiles,65 y más,1464,771,693,17
Suchitepéquez,Todos los estados civiles,Ignorado,17,8,9,17
Suchitepéquez,Soltero(a),Todas las edades,1678,901,777,17
Suchitepéquez,Soltero(a),Menos de 15 años,165,86,79,17
Suchitepéquez,Soltero(a),15 - 24,142,109,33,17
Suchitepéquez,Soltero(a),25 - 44,235,166,69,17
Suchitepéquez,Soltero(a),45 - 64,290,147,143,17
Suchitepéquez,Soltero(a),65 y más,841,390,451,17
Suchitepéquez,Soltero(a),Ignorado,5,3,2,17
Suchitepéquez,Casado(a),Todas las edades,1234,724,510,17
Suchitepéquez,Casado(a),Menos de 15 años,0,0,0,17
Suchitepéquez,Casado(a),15 - 24,18,11,7,17
Suchitepéquez,Casado(a),25 - 44,186,108,78,17
Suchitepéquez,Casado(a),45 - 64,406,224,182,17
Suchitepéquez,Casado(a),65 y más,617,378,239,17
Suchitepéquez,Casado(a),Ignorado,7,3,4,17
Suchitepéquez,Unido(a),Todas las edades,9,5,4,17
Suchitepéquez,Unido(a),Menos de 15 años,0,0,0,17
Suchitepéquez,Unido(a),15 - 24,0,0,0,17
Suchitepéquez,Unido(a),25 - 44,1,1,0,17
Suchitepéquez,Unido(a),45 - 64,2,1,1,17
Suchitepéquez,Unido(a),65 y más,6,3,3,17
Suchitepéquez,Unido(a),Ignorado,0,0,0,17
Suchitepéquez,Ignorado(a),Todas las edades,6,3,3,17
Suchitepéquez,Ignorado(a),Menos de 15 años,0,0,0,17
Suchitepéquez,Ignorado(a),15 - 24,0,0,0,17
Suchitepéquez,Ignorado(a),25 - 44,1,1,0,17
Suchitepéquez,Ignorado(a),45 - 64,0,0,0,17
Suchitepéquez,Ignorado(a),65 y más,0,0,0,17
Suchitepéquez,Ignorado(a),Ignorado,5,2,3,17
Retalhuleu,Todos los estados civiles,Todas las edades,1837,1038,799,17
Retalhuleu,Todos los estados civiles,Menos de 15 años,130,77,53,17
Retalhuleu,Todos los estados civiles,15 - 24,90,75,15,17
Retalhuleu,Todos los estados civiles,25 - 44,283,200,83,17
Retalhuleu,Todos los estados civiles,45 - 64,445,234,211,17
Retalhuleu,Todos los estados civiles,65 y más,884,449,435,17
Retalhuleu,Todos los estados civiles,Ignorado,5,3,2,17
Retalhuleu,Soltero(a),Todas las edades,1080,598,482,17
Retalhuleu,Soltero(a),Menos de 15 años,130,77,53,17
Retalhuleu,Soltero(a),15 - 24,86,72,14,17
Retalhuleu,Soltero(a),25 - 44,164,120,44,17
Retalhuleu,Soltero(a),45 - 64,184,99,85,17
Retalhuleu,Soltero(a),65 y más,513,228,285,17
Retalhuleu,Soltero(a),Ignorado,3,2,1,17
Retalhuleu,Casado(a),Todas las edades,709,411,298,17
Retalhuleu,Casado(a),Menos de 15 años,0,0,0,17
Retalhuleu,Casado(a),15 - 24,4,3,1,17
Retalhuleu,Casado(a),25 - 44,119,80,39,17
Retalhuleu,Casado(a),45 - 64,250,130,120,17
Retalhuleu,Casado(a),65 y más,335,198,137,17
Retalhuleu,Casado(a),Ignorado,1,0,1,17
Retalhuleu,Unido(a),Todas las edades,47,28,19,17
Retalhuleu,Unido(a),Menos de 15 años,0,0,0,17
Retalhuleu,Unido(a),15 - 24,0,0,0,17
Retalhuleu,Unido(a),25 - 44,0,0,0,17
Retalhuleu,Unido(a),45 - 64,11,5,6,17
Retalhuleu,Unido(a),65 y más,36,23,13,17
Retalhuleu,Unido(a),Ignorado,0,0,0,17
Retalhuleu,Ignorado(a),Todas las edades,1,1,0,17
Retalhuleu,Ignorado(a),Menos de 15 años,0,0,0,17
Retalhuleu,Ignorado(a),15 - 24,0,0,0,17
Retalhuleu,Ignorado(a),25 - 44,0,0,0,17
Retalhuleu,Ignorado(a),45 - 64,0,0,0,17
Retalhuleu,Ignorado(a),65 y más,0,0,0,17
Retalhuleu,Ignorado(a),Ignorado,1,1,0,17
San Marcos,Todos los estados civiles,Todas las edades,4853,2755,2098,17
San Marcos,Todos los estados civiles,Menos de 15 años,512,290,222,17
San Marcos,Todos los estados civiles,15 - 24,225,158,67,17
San Marcos,Todos los estados civiles,25 - 44,713,480,233,17
San Marcos,Todos los estados civiles,45 - 64,989,572,417,17
San Marcos,Todos los estados civiles,65 y más,2406,1249,1157,17
San Marcos,Todos los estados civiles,Ignorado,8,6,2,17
San Marcos,Soltero(a),Todas las edades,3069,1711,1358,17
San Marcos,Soltero(a),Menos de 15 años,512,290,222,17
San Marcos,Soltero(a),15 - 24,207,144,63,17
San Marcos,Soltero(a),25 - 44,453,310,143,17
San Marcos,Soltero(a),45 - 64,450,274,176,17
San Marcos,Soltero(a),65 y más,1443,689,754,17
San Marcos,Soltero(a),Ignorado,4,4,0,17
San Marcos,Casado(a),Todas las edades,1707,1003,704,17
San Marcos,Casado(a),Menos de 15 años,0,0,0,17
San Marcos,Casado(a),15 - 24,18,14,4,17
San Marcos,Casado(a),25 - 44,255,169,86,17
San Marcos,Casado(a),45 - 64,511,282,229,17
San Marcos,Casado(a),65 y más,920,537,383,17
San Marcos,Casado(a),Ignorado,3,1,2,17
San Marcos,Unido(a),Todas las edades,76,40,36,17
San Marcos,Unido(a),Menos de 15 años,0,0,0,17
San Marcos,Unido(a),15 - 24,0,0,0,17
San Marcos,Unido(a),25 - 44,5,1,4,17
San Marcos,Unido(a),45 - 64,28,16,12,17
San Marcos,Unido(a),65 y más,43,23,20,17
San Marcos,Unido(a),Ignorado,0,0,0,17
San Marcos,Ignorado(a),Todas las edades,1,1,0,17
San Marcos,Ignorado(a),Menos de 15 años,0,0,0,17
San Marcos,Ignorado(a),15 - 24,0,0,0,17
San Marcos,Ignorado(a),25 - 44,0,0,0,17
San Marcos,Ignorado(a),45 - 64,0,0,0,17
San Marcos,Ignorado(a),65 y más,0,0,0,17
San Marcos,Ignorado(a),Ignorado,1,1,0,17
Huehuetenango,Todos los estados civiles,Todas las edades,4554,2548,2006,17
Huehuetenango,Todos los estados civiles,Menos de 15 años,650,362,288,17
Huehuetenango,Todos los estados civiles,15 - 24,251,157,94,17
Huehuetenango,Todos los estados civiles,25 - 44,631,381,250,17
Huehuetenango,Todos los estados civiles,45 - 64,867,464,403,17
Huehuetenango,Todos los estados civiles,65 y más,2150,1182,968,17
Huehuetenango,Todos los estados civiles,Ignorado,5,2,3,17
Huehuetenango,Soltero(a),Todas las edades,3091,1681,1410,17
Huehuetenango,Soltero(a),Menos de 15 años,648,361,287,17
Huehuetenango,Soltero(a),15 - 24,230,149,81,17
Huehuetenango,Soltero(a),25 - 44,412,254,158,17
Huehuetenango,Soltero(a),45 - 64,398,205,193,17
Huehuetenango,Soltero(a),65 y más,1399,710,689,17
Huehuetenango,Soltero(a),Ignorado,4,2,2,17
Huehuetenango,Casado(a),Todas las edades,1449,860,589,17
Huehuetenango,Casado(a),Menos de 15 años,0,0,0,17
Huehuetenango,Casado(a),15 - 24,21,8,13,17
Huehuetenango,Casado(a),25 - 44,218,126,92,17
Huehuetenango,Casado(a),45 - 64,469,259,210,17
Huehuetenango,Casado(a),65 y más,740,467,273,17
Huehuetenango,Casado(a),Ignorado,1,0,1,17
Huehuetenango,Unido(a),Todas las edades,12,6,6,17
Huehuetenango,Unido(a),Menos de 15 años,0,0,0,17
Huehuetenango,Unido(a),15 - 24,0,0,0,17
Huehuetenango,Unido(a),25 - 44,1,1,0,17
Huehuetenango,Unido(a),45 - 64,0,0,0,17
Huehuetenango,Unido(a),65 y más,11,5,6,17
Huehuetenango,Unido(a),Ignorado,0,0,0,17
Huehuetenango,Ignorado(a),Todas las edades,2,1,1,17
Huehuetenango,Ignorado(a),Menos de 15 años,2,1,1,17
Huehuetenango,Ignorado(a),15 - 24,0,0,0,17
Huehuetenango,Ignorado(a),25 - 44,0,0,0,17
Huehuetenango,Ignorado(a),45 - 64,0,0,0,17
Huehuetenango,Ignorado(a),65 y más,0,0,0,17
Huehuetenango,Ignorado(a),Ignorado,0,0,0,17
Quiché,Todos los estados civiles,Todas las edades,3841,2078,1763,17
Quiché,Todos los estados civiles,Menos de 15 años,526,300,226,17
Quiché,Todos los estados civiles,15 - 24,233,159,74,17
Quiché,Todos los estados civiles,25 - 44,582,398,184,17
Quiché,Todos los estados civiles,45 - 64,762,391,371,17
Quiché,Todos los estados civiles,65 y más,1727,826,901,17
Quiché,Todos los estados civiles,Ignorado,11,4,7,17
Quiché,Soltero(a),Todas las edades,2617,1363,1254,17
Quiché,Soltero(a),Menos de 15 años,526,300,226,17
Quiché,Soltero(a),15 - 24,206,146,60,17
Quiché,Soltero(a),25 - 44,351,244,107,17
Quiché,Soltero(a),45 - 64,353,177,176,17
Quiché,Soltero(a),65 y más,1172,493,679,17
Quiché,Soltero(a),Ignorado,9,3,6,17
Quiché,Casado(a),Todas las edades,1202,704,498,17
Quiché,Casado(a),Menos de 15 años,0,0,0,17
Quiché,Casado(a),15 - 24,27,13,14,17
Quiché,Casado(a),25 - 44,231,154,77,17
Quiché,Casado(a),45 - 64,408,214,194,17
Quiché,Casado(a),65 y más,535,322,213,17
Quiché,Casado(a),Ignorado,1,1,0,17
Quiché,Unido(a),Todas las edades,18,11,7,17
Quiché,Unido(a),Menos de 15 años,0,0,0,17
Quiché,Unido(a),15 - 24,0,0,0,17
Quiché,Unido(a),25 - 44,0,0,0,17
Quiché,Unido(a),45 - 64,1,0,1,17
Quiché,Unido(a),65 y más,17,11,6,17
Quiché,Unido(a),Ignorado,0,0,0,17
Quiché,Ignorado(a),Todas las edades,4,0,4,17
Quiché,Ignorado(a),Menos de 15 años,0,0,0,17
Quiché,Ignorado(a),15 - 24,0,0,0,17
Quiché,Ignorado(a),25 - 44,0,0,0,17
Quiché,Ignorado(a),45 - 64,0,0,0,17
Quiché,Ignorado(a),65 y más,3,0,3,17
Quiché,Ignorado(a),Ignorado,1,0,1,17
Baja Verapaz,Todos los estados civiles,Todas las edades,1352,729,623,17
Baja Verapaz,Todos los estados civiles,Menos de 15 años,181,99,82,17
Baja Verapaz,Todos los estados civiles,15 - 24,75,46,29,17
Baja Verapaz,Todos los estados civiles,25 - 44,150,101,49,17
Baja Verapaz,Todos los estados civiles,45 - 64,261,138,123,17
Baja Verapaz,Todos los estados civiles,65 y más,679,345,334,17
Baja Verapaz,Todos los estados civiles,Ignorado,6,0,6,17
Baja Verapaz,Soltero(a),Todas las edades,835,422,413,17
Baja Verapaz,Soltero(a),Menos de 15 años,181,99,82,17
Baja Verapaz,Soltero(a),15 - 24,63,39,24,17
Baja Verapaz,Soltero(a),25 - 44,79,50,29,17
Baja Verapaz,Soltero(a),45 - 64,106,55,51,17
Baja Verapaz,Soltero(a),65 y más,404,179,225,17
Baja Verapaz,Soltero(a),Ignorado,2,0,2,17
Baja Verapaz,Casado(a),Todas las edades,501,304,197,17
Baja Verapaz,Casado(a),Menos de 15 años,0,0,0,17
Baja Verapaz,Casado(a),15 - 24,12,7,5,17
Baja Verapaz,Casado(a),25 - 44,71,51,20,17
Baja Verapaz,Casado(a),45 - 64,153,82,71,17
Baja Verapaz,Casado(a),65 y más,263,164,99,17
Baja Verapaz,Casado(a),Ignorado,2,0,2,17
Baja Verapaz,Unido(a),Todas las edades,15,3,12,17
Baja Verapaz,Unido(a),Menos de 15 años,0,0,0,17
Baja Verapaz,Unido(a),15 - 24,0,0,0,17
Baja Verapaz,Unido(a),25 - 44,0,0,0,17
Baja Verapaz,Unido(a),45 - 64,2,1,1,17
Baja Verapaz,Unido(a),65 y más,12,2,10,17
Baja Verapaz,Unido(a),Ignorado,1,0,1,17
Baja Verapaz,Ignorado(a),Todas las edades,1,0,1,17
Baja Verapaz,Ignorado(a),Menos de 15 años,0,0,0,17
Baja Verapaz,Ignorado(a),15 - 24,0,0,0,17
Baja Verapaz,Ignorado(a),25 - 44,0,0,0,17
Baja Verapaz,Ignorado(a),45 - 64,0,0,0,17
Baja Verapaz,Ignorado(a),65 y más,0,0,0,17
Baja Verapaz,Ignorado(a),Ignorado,1,0,1,17
Alta Verapaz,Todos los estados civiles,Todas las edades,4899,2522,2377,17
Alta Verapaz,Todos los estados civiles,Menos de 15 años,1108,615,493,17
Alta Verapaz,Todos los estados civiles,15 - 24,239,154,85,17
Alta Verapaz,Todos los estados civiles,25 - 44,573,352,221,17
Alta Verapaz,Todos los estados civiles,45 - 64,900,419,481,17
Alta Verapaz,Todos los estados civiles,65 y más,2066,980,1086,17
Alta Verapaz,Todos los estados civiles,Ignorado,13,2,11,17
Alta Verapaz,Soltero(a),Todas las edades,2889,1424,1465,17
Alta Verapaz,Soltero(a),Menos de 15 años,1108,615,493,17
Alta Verapaz,Soltero(a),15 - 24,211,142,69,17
Alta Verapaz,Soltero(a),25 - 44,280,175,105,17
Alta Verapaz,Soltero(a),45 - 64,260,111,149,17
Alta Verapaz,Soltero(a),65 y más,1022,380,642,17
Alta Verapaz,Soltero(a),Ignorado,8,1,7,17
Alta Verapaz,Casado(a),Todas las edades,1959,1070,889,17
Alta Verapaz,Casado(a),Menos de 15 años,0,0,0,17
Alta Verapaz,Casado(a),15 - 24,27,11,16,17
Alta Verapaz,Casado(a),25 - 44,292,176,116,17
Alta Verapaz,Casado(a),45 - 64,623,303,320,17
Alta Verapaz,Casado(a),65 y más,1014,580,434,17
Alta Verapaz,Casado(a),Ignorado,3,0,3,17
Alta Verapaz,Unido(a),Todas las edades,46,24,22,17
Alta Verapaz,Unido(a),Menos de 15 años,0,0,0,17
Alta Verapaz,Unido(a),15 - 24,0,0,0,17
Alta Verapaz,Unido(a),25 - 44,1,1,0,17
Alta Verapaz,Unido(a),45 - 64,16,4,12,17
Alta Verapaz,Unido(a),65 y más,28,19,9,17
Alta Verapaz,Unido(a),Ignorado,1,0,1,17
Alta Verapaz,Ignorado(a),Todas las edades,5,4,1,17
Alta Verapaz,Ignorado(a),Menos de 15 años,0,0,0,17
Alta Verapaz,Ignorado(a),15 - 24,1,1,0,17
Alta Verapaz,Ignorado(a),25 - 44,0,0,0,17
Alta Verapaz,Ignorado(a),45 - 64,1,1,0,17
Alta Verapaz,Ignorado(a),65 y más,2,1,1,17
Alta Verapaz,Ignorado(a),Ignorado,1,1,0,17
Petén,Todos los estados civiles,Todas las edades,2095,1280,815,17
Petén,Todos los estados civiles,Menos de 15 años,239,142,97,17
Petén,Todos los estados civiles,15 - 24,183,149,34,17
Petén,Todos los estados civiles,25 - 44,382,270,112,17
Petén,Todos los estados civiles,45 - 64,445,241,204,17
Petén,Todos los estados civiles,65 y más,840,474,366,17
Petén,Todos los estados civiles,Ignorado,6,4,2,17
Petén,Soltero(a),Todas las edades,1425,882,543,17
Petén,Soltero(a),Menos de 15 años,239,142,97,17
Petén,Soltero(a),15 - 24,177,145,32,17
Petén,Soltero(a),25 - 44,252,190,62,17
Petén,Soltero(a),45 - 64,209,110,99,17
Petén,Soltero(a),65 y más,546,293,253,17
Petén,Soltero(a),Ignorado,2,2,0,17
Petén,Casado(a),Todas las edades,554,335,219,17
Petén,Casado(a),Menos de 15 años,0,0,0,17
Petén,Casado(a),15 - 24,6,4,2,17
Petén,Casado(a),25 - 44,112,71,41,17
Petén,Casado(a),45 - 64,186,105,81,17
Petén,Casado(a),65 y más,250,155,95,17
Petén,Casado(a),Ignorado,0,0,0,17
Petén,Unido(a),Todas las edades,111,60,51,17
Petén,Unido(a),Menos de 15 años,0,0,0,17
Petén,Unido(a),15 - 24,0,0,0,17
Petén,Unido(a),25 - 44,18,9,9,17
Petén,Unido(a),45 - 64,49,25,24,17
Petén,Unido(a),65 y más,44,26,18,17
Petén,Unido(a),Ignorado,0,0,0,17
Petén,Ignorado(a),Todas las edades,5,3,2,17
Petén,Ignorado(a),Menos de 15 años,0,0,0,17
Petén,Ignorado(a),15 - 24,0,0,0,17
Petén,Ignorado(a),25 - 44,0,0,0,17
Petén,Ignorado(a),45 - 64,1,1,0,17
Petén,Ignorado(a),65 y más,0,0,0,17
Petén,Ignorado(a),Ignorado,4,2,2,17
Izabal,Todos los estados civiles,Todas las edades,2029,1147,882,17
Izabal,Todos los estados civiles,Menos de 15 años,142,78,64,17
Izabal,Todos los estados civiles,15 - 24,155,104,51,17
Izabal,Todos los estados civiles,25 - 44,341,240,101,17
Izabal,Todos los estados civiles,45 - 64,424,227,197,17
Izabal,Todos los estados civiles,65 y más,962,497,465,17
Izabal,Todos los estados civiles,Ignorado,5,1,4,17
Izabal,Soltero(a),Todas las edades,1392,782,610,17
Izabal,Soltero(a),Menos de 15 años,142,78,64,17
Izabal,Soltero(a),15 - 24,150,100,50,17
Izabal,Soltero(a),25 - 44,244,180,64,17
Izabal,Soltero(a),45 - 64,219,124,95,17
Izabal,Soltero(a),65 y más,633,299,334,17
Izabal,Soltero(a),Ignorado,4,1,3,17
Izabal,Casado(a),Todas las edades,605,347,258,17
Izabal,Casado(a),Menos de 15 años,0,0,0,17
Izabal,Casado(a),15 - 24,5,4,1,17
Izabal,Casado(a),25 - 44,95,59,36,17
Izabal,Casado(a),45 - 64,199,102,97,17
Izabal,Casado(a),65 y más,305,182,123,17
Izabal,Casado(a),Ignorado,1,0,1,17
Izabal,Unido(a),Todas las edades,29,16,13,17
Izabal,Unido(a),Menos de 15 años,0,0,0,17
Izabal,Unido(a),15 - 24,0,0,0,17
Izabal,Unido(a),25 - 44,0,0,0,17
Izabal,Unido(a),45 - 64,5,0,5,17
Izabal,Unido(a),65 y más,24,16,8,17
Izabal,Unido(a),Ignorado,0,0,0,17
Izabal,Ignorado(a),Todas las edades,3,2,1,17
Izabal,Ignorado(a),Menos de 15 años,0,0,0,17
Izabal,Ignorado(a),15 - 24,0,0,0,17
Izabal,Ignorado(a),25 - 44,2,1,1,17
Izabal,Ignorado(a),45 - 64,1,1,0,17
Izabal,Ignorado(a),65 y más,0,0,0,17
Izabal,Ignorado(a),Ignorado,0,0,0,17
Zacapa,Todos los estados civiles,Todas las edades,1499,844,655,17
Zacapa,Todos los estados civiles,Menos de 15 años,90,49,41,17
Zacapa,Todos los estados civiles,15 - 24,107,85,22,17
Zacapa,Todos los estados civiles,25 - 44,193,138,55,17
Zacapa,Todos los estados civiles,45 - 64,305,158,147,17
Zacapa,Todos los estados civiles,65 y más,802,413,389,17
Zacapa,Todos los estados civiles,Ignorado,2,1,1,17
Zacapa,Soltero(a),Todas las edades,955,526,429,17
Zacapa,Soltero(a),Menos de 15 años,90,49,41,17
Zacapa,Soltero(a),15 - 24,101,83,18,17
Zacapa,Soltero(a),25 - 44,125,99,26,17
Zacapa,Soltero(a),45 - 64,147,75,72,17
Zacapa,Soltero(a),65 y más,492,220,272,17
Zacapa,Soltero(a),Ignorado,0,0,0,17
Zacapa,Casado(a),Todas las edades,537,317,220,17
Zacapa,Casado(a),Menos de 15 años,0,0,0,17
Zacapa,Casado(a),15 - 24,6,2,4,17
Zacapa,Casado(a),25 - 44,68,39,29,17
Zacapa,Casado(a),45 - 64,157,83,74,17
Zacapa,Casado(a),65 y más,304,192,112,17
Zacapa,Casado(a),Ignorado,2,1,1,17
Zacapa,Unido(a),Todas las edades,7,1,6,17
Zacapa,Unido(a),Menos de 15 años,0,0,0,17
Zacapa,Unido(a),15 - 24,0,0,0,17
Zacapa,Unido(a),25 - 44,0,0,0,17
Zacapa,Unido(a),45 - 64,1,0,1,17
Zacapa,Unido(a),65 y más,6,1,5,17
Zacapa,Unido(a),Ignorado,0,0,0,17
Zacapa,Ignorado(a),Todas las edades,0,0,0,17
Zacapa,Ignorado(a),Menos de 15 años,0,0,0,17
Zacapa,Ignorado(a),15 - 24,0,0,0,17
Zacapa,Ignorado(a),25 - 44,0,0,0,17
Zacapa,Ignorado(a),45 - 64,0,0,0,17
Zacapa,Ignorado(a),65 y más,0,0,0,17
Zacapa,Ignorado(a),Ignorado,0,0,0,17
Chiquimula,Todos los estados civiles,Todas las edades,2137,1235,902,17
Chiquimula,Todos los estados civiles,Menos de 15 años,194,106,88,17
Chiquimula,Todos los estados civiles,15 - 24,141,106,35,17
Chiquimula,Todos los estados civiles,25 - 44,338,242,96,17
Chiquimula,Todos los estados civiles,45 - 64,410,231,179,17
Chiquimula,Todos los estados civiles,65 y más,1038,543,495,17
Chiquimula,Todos los estados civiles,Ignorado,16,7,9,17
Chiquimula,Soltero(a),Todas las edades,1465,811,654,17
Chiquimula,Soltero(a),Menos de 15 años,194,106,88,17
Chiquimula,Soltero(a),15 - 24,138,104,34,17
Chiquimula,Soltero(a),25 - 44,228,171,57,17
Chiquimula,Soltero(a),45 - 64,212,123,89,17
Chiquimula,Soltero(a),65 y más,681,302,379,17
Chiquimula,Soltero(a),Ignorado,12,5,7,17
Chiquimula,Casado(a),Todas las edades,656,413,243,17
Chiquimula,Casado(a),Menos de 15 años,0,0,0,17
Chiquimula,Casado(a),15 - 24,3,2,1,17
Chiquimula,Casado(a),25 - 44,107,68,39,17
Chiquimula,Casado(a),45 - 64,192,104,88,17
Chiquimula,Casado(a),65 y más,351,238,113,17
Chiquimula,Casado(a),Ignorado,3,1,2,17
Chiquimula,Unido(a),Todas las edades,13,9,4,17
Chiquimula,Unido(a),Menos de 15 años,0,0,0,17
Chiquimula,Unido(a),15 - 24,0,0,0,17
Chiquimula,Unido(a),25 - 44,2,2,0,17
Chiquimula,Unido(a),45 - 64,6,4,2,17
Chiquimula,Unido(a),65 y más,5,3,2,17
Chiquimula,Unido(a),Ignorado,0,0,0,17
Chiquimula,Ignorado(a),Todas las edades,3,2,1,17
Chiquimula,Ignorado(a),Menos de 15 años,0,0,0,17
Chiquimula,Ignorado(a),15 - 24,0,0,0,17
