Grupo de Edad_14 o menos,Grupo de Edad_15-19,Grupo de Edad_20-24,Grupo de Edad_25-29,Grupo de Edad_30-34,Grupo de Edad_35-39,Grupo de Edad_40-44,Grupo de Edad_45-50,Grupo de Edad_Más de 50,Año_9,Año_10,Año_11,Año_12,Año_13,Año_14,Año_15,Año_16,Año_17,Año_18,Año_19,Año_20,Año_21,Total VI Victima,Total VI Agresor,VI Victima Hombre,VI Victima Mujer,VI Agresor Hombre,VI Agresor Mujer,VI Urbano,VI Rural,VI Victima Ninguno,VI Agresor Ninguno,VI Victima Primaria,VI Agresor Primaria,VI Victima Básico,VI Agresor Básico,VI Victima Diversificado,VI Agresor Diversificado,VI Victima Universitario,VI Agresor Universitario,VI Victima Alfabeta,VI Agresor Alfabeta,VI Victima Analfabeta,VI Agresor Analfabeta,Total Nacimientos,N Soltero Madre,N Soltero Padre,N Casado Madre,N Casado Padre,N Unido Madre,N Unido Padre,N Ignorado Madre,N Ignorado Padre,Ocupaciones militares,Directores y gerentes,Profesionales científicos e intelectuales,Técnicos y profesionales de nivel medio,Personal de apoyo administrativo,Trabajadores de los servicios y vendedores de comercios y mercados,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros","Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",Operadores de instalaciones y máquinas y ensambladores,Ocupaciones elementales,Promedio de Hijos,Refined_Clusters
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028526645768025077,-0.6949261400128453,-0.8928571428571429,-0.19833975689297362,-0.9454887218045113,-0.7905759162303665,-0.6935076852489103,-0.5541666666666667,-0.2578740157480315,-0.7689320388349514,0.055244195356285025,-0.781074578989575,0.28144654088050314,-0.24331550802139038,-0.13474387527839643,-0.5834609494640123,-0.7327586206896551,-1.0,0.0,-0.6324909747292419,-0.33962264150943394,-1.3146067415730338,0.5430970122973334,0.9070673344462994,0.05976768743400211,0.09975903614457832,-0.29361579061528453,0.1456953642384106,-0.40131578947368424,1.92,0.3333333333333333,0.0,-0.06349206349206349,-0.030062197650310988,0.0,0.03607843137254902,-0.12081911262798635,2.1578947368421053,0.05912596401028278,0.06387665198237885,54.69047619047619,-0.5794392523364486,1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9103448275862069,0.4094412331406551,-0.1388888888888889,0.6332641565372072,0.03790726817042606,-0.005235602094240838,0.09979353062629043,0.2777777777777778,0.7598425196850394,0.08932038834951456,0.9799839871897518,0.49238171611868486,0.8191823899371069,0.6844919786096256,0.8173719376391982,0.3108728943338438,-0.06896551724137931,-0.36666666666666664,0.8457199734571997,0.4732851985559567,0.7216981132075472,0.03745318352059925,1.0518234705807779,1.191406974587275,1.4422808870116157,0.8119578313253012,0.6037885908466488,1.205298013245033,0.17763157894736842,3.8,4.466666666666667,4.0,0.2222222222222222,1.2000691085003456,0.9655436447166922,1.0337254901960784,0.5283276450511946,2.3684210526315788,1.1491002570694087,1.1365638766519823,82.62169312169313,-0.4252336448598131,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9771159874608151,0.8596660244059088,0.09126984126984126,0.6792173139638304,0.46773182957393483,0.07329842931937172,0.32323927506308786,0.43819444444444444,1.108267716535433,0.4796116504854369,0.8823058446757406,0.9542902967121091,0.7044025157232704,0.8542780748663101,0.9810690423162584,0.9693721286370597,0.7844827586206896,0.36666666666666664,0.8556735235567352,0.9194945848375451,1.1367924528301887,0.6741573033707865,0.7437280782070966,0.6645566685216101,1.0810137275607181,0.8349096385542168,1.0125804352541392,1.8543046357615893,1.019736842105263,3.4,4.533333333333333,1.0,0.4603174603174603,1.3068417415342086,0.6110260336906586,1.2086274509803923,0.4566552901023891,2.263157894736842,1.179948586118252,1.3480176211453745,63.235449735449734,-0.18691588785046723,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7432601880877743,0.7780989081567117,0.11904761904761904,0.45597391046546104,0.3966165413533835,0.002617801047120419,0.23193392980041294,0.26666666666666666,1.1220472440944882,0.5242718446601942,0.7053642914331465,0.896551724137931,0.28144654088050314,0.6457219251336899,0.6870824053452116,0.8376722817764165,0.9396551724137931,0.6555555555555556,0.6001990710019907,0.8238267148014441,1.2004716981132075,0.7116104868913857,0.36104576636475044,0.2658365794843257,0.4816050686378036,0.5337349397590362,0.8543850770009399,2.2119205298013247,1.5263157894736843,2.36,4.2,1.0,0.5238095238095238,0.8500345542501728,0.1891271056661562,0.7933333333333333,0.18430034129692832,1.368421052631579,0.7532133676092545,0.9823788546255506,42.70546737213404,0.1004672897196261,2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23699059561128527,0.4177906229929351,-0.0873015873015873,-0.007411799584939223,0.07236842105263158,-0.225130890052356,-0.1307639366827254,-0.06319444444444444,0.7539370078740157,0.4174757281553398,0.1577261809447558,0.5260625501202887,-0.13522012578616352,0.31283422459893045,0.24721603563474387,0.3445635528330781,0.27586206896551724,0.45555555555555555,0.12209688122096882,0.42671480144404333,0.7995283018867925,0.6479400749063671,-0.01198743502697525,-0.02249118901873493,-0.01972544878563886,0.11448795180722891,0.3793651941291302,1.5496688741721854,1.3026315789473684,1.24,2.4,0.0,0.12698412698412698,0.2843814789219074,-0.10336906584992343,0.15372549019607842,-0.157679180887372,0.7368421052631579,0.16966580976863754,0.41409691629955947,23.64726631393298,0.43925233644859807,2
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1761755485893417,-0.016698779704560053,-0.5873015873015873,-0.3608064037948414,-0.3057644110275689,-0.6073298429319371,-0.45125028676301904,-0.4152777777777778,0.2559055118110236,0.16310679611650486,-0.2922337870296237,0.0,-0.4025157232704403,-0.0481283422459893,-0.044543429844097995,-0.03215926493108729,-0.08620689655172414,0.16666666666666666,-0.2342402123424021,-0.02454873646209386,0.2358490566037736,0.24344569288389514,-0.2966009775887084,-0.22059914672602485,-0.2978247096092925,-0.23066265060240965,-0.008350806160075193,0.3708609271523179,0.8618421052631579,0.28,1.4666666666666666,0.0,-0.1111111111111111,-0.0525224602626123,-0.2679938744257274,-0.0992156862745098,-0.3795221843003413,0.3684210526315789,-0.33676092544987146,-0.09691629955947137,8.229276895943563,0.7383177570093458,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44106583072100314,-0.3384714193962749,-0.6071428571428571,-0.6098428698487993,-0.6052631578947368,-0.7277486910994765,-0.6685019499885295,-0.6677083333333333,-0.16929133858267717,0.005825242718446602,-0.5580464371497198,-0.39855653568564553,-0.5786163522012578,-0.2887700534759358,-0.19376391982182628,-0.3169984686064318,-0.41379310344827586,-0.15555555555555556,-0.45255474452554745,-0.3595667870036101,-0.19811320754716982,-0.003745318352059925,-0.42175768759420207,-0.2978575403450195,-0.45229144667370647,-0.39765060240963856,-0.2715277275685055,-0.1456953642384106,0.19078947368421054,-0.08,0.13333333333333333,0.0,-0.15873015873015872,-0.13925362819626813,-0.29173047473200614,-0.1411764705882353,-0.4354948805460751,0.0,-0.45758354755784064,-0.29955947136563876,0.9091710758377425,0.7313084112149532,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08683385579937304,-0.06840077071290944,12.880952380952381,8.334716869255855,9.239974937343359,8.960732984293193,7.369121358109658,8.688541666666667,1.4114173228346456,0.8271844660194175,-0.3514811849479584,-0.15396952686447474,-0.5518867924528302,-0.2620320855614973,-0.17483296213808464,-0.27411944869831545,-0.2672413793103448,0.06666666666666667,-0.3278035832780358,-0.19097472924187725,1.5660377358490567,1.352059925093633,-0.4366468989026778,-0.3061584121684289,-0.4735374868004224,-0.41352409638554216,-0.3438290796037886,-0.2185430463576159,0.046052631578947366,-0.28,0.26666666666666666,0.0,-0.15873015873015872,-0.14720110573600553,-0.2947932618683001,-0.14549019607843136,-0.442320819112628,0.0,-0.4652956298200514,-0.3370044052863436,0.17901234567901234,0.7616822429906541,4
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8836990595611285,-1.0247270391779062,-1.3095238095238095,-0.9842869848799288,-1.1945488721804511,-1.2958115183246073,-1.0913053452626749,-1.1381944444444445,-1.2145669291338583,-1.0427184466019417,-0.9767814251401121,-1.1804330392943063,-0.7044025157232704,-0.5748663101604278,-0.4420935412026726,-0.7503828483920367,-0.7931034482758621,-1.0333333333333334,-0.7558062375580624,-0.9588447653429603,-1.3679245283018868,-1.7340823970037453,-0.40043104055443646,-0.25159988870339456,-0.6037170010559663,-0.4091867469879518,-0.47928566264189143,-0.2781456953642384,-0.5592105263157895,-0.08,-0.3333333333333333,0.0,-0.15873015873015872,-0.14789219073946094,-0.2947932618683001,-0.14549019607843136,-0.43071672354948803,4.578947368421052,-0.4498714652956298,-0.3568281938325991,2.0749559082892417,-0.6191588785046729,3
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9852664576802508,0.5192678227360308,-0.21825396825396826,0.7100504002371776,0.13847117794486216,0.049738219895287955,0.20211057582014225,0.421875,0.7066929133858267,0.07961165048543689,1.0240192153722978,0.5838011226944667,0.9088050314465409,0.7366310160427807,0.9175946547884187,0.6186830015313936,0.20689655172413793,-0.4,0.9223623092236231,0.5967509025270759,0.7004716981132075,0.0,1.094237297685622,1.2398905583379707,1.5561985216473073,0.8442168674698796,0.6632564528956691,0.5761589403973509,-0.16447368421052633,1.56,1.3333333333333333,2.0,1.253968253968254,1.2868002764340014,1.4992343032159265,1.3772549019607843,0.7870307167235495,7.315789473684211,1.012853470437018,1.36784140969163,83.08818342151676,-0.4275700934579439,1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0003134796238244,0.8689788053949904,0.11904761904761904,0.6990809368514675,0.48402255639097747,0.013089005235602094,0.406515255792613,0.4513888888888889,1.094488188976378,0.4368932038834951,1.0176140912730185,0.991980753809142,0.6179245283018868,0.8890374331550802,0.8986636971046771,0.9295558958652373,0.8879310344827587,0.3,0.8825481088254811,0.9216606498194946,1.099056603773585,0.6891385767790262,0.7697595469848291,0.6882767575588945,1.1454699049630412,0.8617168674698795,1.0428747017569229,1.6225165562913908,0.5263157894736842,2.2,1.7333333333333334,3.0,2.761904761904762,1.5331720801658604,0.9157733537519143,1.3082352941176472,0.7993174061433447,5.0,1.0179948586118253,1.3524229074889869,62.903880070546734,-0.19626168224299062,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7927899686520377,0.894990366088632,0.10714285714285714,0.5037058997924696,0.4974937343358396,0.112565445026178,0.33287451250286765,0.38333333333333336,1.1771653543307086,0.6077669902912621,0.7822257806244995,1.0545308740978347,0.2830188679245283,0.7513368983957219,0.6625835189309577,0.8973966309341501,1.206896551724138,0.6333333333333333,0.6562707365627074,0.9364620938628159,1.1627358490566038,0.9063670411985019,0.37725908918031864,0.27585327397514375,0.5104118268215417,0.5564156626506024,0.8995372713469741,2.23841059602649,1.611842105263158,0.84,1.8,3.0,3.3492063492063493,0.8517622667588113,0.327718223583461,0.9211764705882353,0.4204778156996587,3.6315789473684212,0.48586118251928023,0.8546255506607929,42.69135802469136,0.07943925233644857,2
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3294670846394984,0.48747591522157996,-0.15476190476190477,0.08508745923510229,0.14035087719298245,-0.225130890052356,-0.05230557467309016,0.06805555555555555,0.7933070866141733,0.3533980582524272,0.2754203362690152,0.6399358460304732,-0.09433962264150944,0.3141711229946524,0.3040089086859688,0.4548238897396631,0.646551724137931,0.5666666666666667,0.22030524220305242,0.5083032490974729,0.7830188679245284,0.5355805243445693,-0.005296446028369793,-0.023627341866073084,0.0,0.1285843373493976,0.4129491721495192,2.0397350993377485,1.6907894736842106,0.52,1.2666666666666666,0.0,1.4603174603174602,0.2899101589495508,-0.08039816232771822,0.21490196078431373,0.023890784982935155,2.4210526315789473,-0.03598971722365039,0.1762114537444934,23.61111111111111,0.42056074766355134,2
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14733542319749215,0.012202954399486191,-0.43253968253968256,-0.34509338867477024,-0.29542606516290726,-0.4581151832460733,-0.39160357880247765,-0.37569444444444444,0.2421259842519685,0.06019417475728155,-0.22417934347477983,0.10344827586206896,-0.3946540880503145,-0.05481283422459893,-0.061247216035634745,-0.009188361408882083,-0.06896551724137931,0.4111111111111111,-0.20670205706702058,0.0296028880866426,0.23820754716981132,0.056179775280898875,-0.2964882872476793,-0.2177935447968837,-0.30356916578669485,-0.23430722891566266,-0.003795820981852361,0.4900662251655629,1.105263157894737,-0.12,0.8,0.0,0.031746031746031744,-0.057014512785072566,-0.24655436447166923,-0.08862745098039215,-0.31604095563139933,0.5789473684210527,-0.34704370179948585,-0.2092511013215859,8.138447971781305,0.7313084112149532,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.40815047021943573,-0.29062299293513166,-0.5833333333333334,-0.5804921434924399,-0.5670426065162907,-0.6570680628272252,-0.6499197063546684,-0.578125,-0.11023622047244094,-0.021359223300970873,-0.5116092874299439,-0.3111467522052927,-0.5707547169811321,-0.2820855614973262,-0.21714922048997773,-0.2833078101071976,-0.2413793103448276,-0.06666666666666667,-0.42866622428666223,-0.3025270758122744,-0.13679245283018868,-0.0449438202247191,-0.4229550224676367,-0.2988313856427379,-0.45659978880675817,-0.3983433734939759,-0.2735160147494758,-0.16556291390728478,0.19078947368421054,-0.28,0.0,0.0,-0.14285714285714285,-0.13925362819626813,-0.2886676875957121,-0.1396078431372549,-0.425938566552901,0.05263157894736842,-0.4704370179948586,-0.3524229074889868,0.8492063492063492,0.7616822429906541,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0109717868338558,-0.002569043031470777,13.253968253968255,8.864512303587311,9.656641604010025,9.594240837696335,8.00573526038082,9.556597222222223,1.594488188976378,0.9300970873786408,-0.21377101681345076,-0.07056936647955092,-0.5676100628930818,-0.22994652406417113,-0.14810690423162584,-0.22970903522205208,-0.10344827586206896,0.15555555555555556,-0.25481088254810885,-0.1404332129963899,1.759433962264151,1.591760299625468,-0.4372948683635954,-0.306784455574105,-0.4739598732840549,-0.4145180722891566,-0.34520280529245895,-0.2052980132450331,-0.013157894736842105,-0.28,0.0,0.0,-0.15873015873015872,-0.1465100207325501,-0.29709035222052066,-0.14470588235294118,-0.43822525597269624,-0.10526315789473684,-0.4704370179948586,-0.3568281938325991,0.13227513227513227,0.5957943925233644,4
