Departamento de ocurrencia,Pueblo de pertenencia de la madre,Total,Menos de 15,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 y más,Ignorado,Anio,Departamento de residencia
Suchitepequez,Ignorado,1436,63,943,129,167,82,41,10,0,0,1,15,
Retalhuleu,Todos los pueblos,8510,39,1795,2797,1947,1219,565,139,9,0,0,15,
Retalhuleu,Maya,930,2,106,296,233,159,104,28,2,0,0,15,
Retalhuleu,Garifuna,1,0,0,1,0,0,0,0,0,0,0,15,
Retalhuleu,Xinka,0,0,0,0,0,0,0,0,0,0,0,15,
Retalhuleu,Mestizo/Ladino,6737,17,1227,2409,1573,972,431,101,7,0,0,15,
Retalhuleu,Otro,13,0,7,1,5,0,0,0,0,0,0,15,
Retalhuleu,Ignorado,829,20,455,90,136,88,30,10,0,0,0,15,
San Marcos,Todos los pueblos,30832,146,6135,9429,6724,4596,2744,937,91,19,11,15,
San Marcos,Maya,9943,16,1270,2976,2242,1696,1213,476,48,6,0,15,
San Marcos,Garifuna,2,0,0,0,1,0,1,0,0,0,0,15,
San Marcos,Xinka,1,0,1,0,0,0,0,0,0,0,0,15,
San Marcos,Mestizo/Ladino,17891,18,2798,6232,4210,2734,1433,417,39,9,1,15,
San Marcos,Otro,209,0,117,27,22,21,12,8,1,1,0,15,
San Marcos,Ignorado,2786,112,1949,194,249,145,85,36,3,3,10,15,
Huehuetenango,Todos los pueblos,38669,180,7987,11561,8453,5871,3332,1139,118,21,7,15,
Huehuetenango,Maya,25792,92,4688,7852,5640,4075,2455,893,82,15,0,15,
Huehuetenango,Garifuna,3,0,0,1,0,1,1,0,0,0,0,15,
Huehuetenango,Xinka,0,0,0,0,0,0,0,0,0,0,0,15,
Huehuetenango,Mestizo/Ladino,10799,25,1712,3571,2671,1711,836,231,35,6,1,15,
Huehuetenango,Otro,184,0,121,19,21,14,4,4,1,0,0,15,
Huehuetenango,Ignorado,1891,63,1466,118,121,70,36,11,0,0,6,15,
Quiche,Todos los pueblos,29490,138,5374,8569,6350,4610,3127,1229,83,2,8,15,
Quiche,Maya,25608,89,3793,7671,5690,4219,2901,1163,78,2,2,15,
Quiche,Garifuna,5,0,1,4,0,0,0,0,0,0,0,15,
Quiche,Xinka,0,0,0,0,0,0,0,0,0,0,0,15,
Quiche,Mestizo/Ladino,2045,7,389,655,513,284,153,42,2,0,0,15,
Quiche,Otro,522,0,299,154,24,29,12,1,3,0,0,15,
Quiche,Ignorado,1310,42,892,85,123,78,61,23,0,0,6,15,
Baja Verapaz,Todos los pueblos,7953,33,1662,2390,1835,1154,660,204,13,0,2,15,
Baja Verapaz,Maya,4404,10,648,1437,1051,699,425,127,7,0,0,15,
Baja Verapaz,Garifuna,0,0,0,0,0,0,0,0,0,0,0,15,
Baja Verapaz,Xinka,1,0,1,0,0,0,0,0,0,0,0,15,
Baja Verapaz,Mestizo/Ladino,2480,0,366,846,645,363,194,62,4,0,0,15,
Baja Verapaz,Otro,96,0,88,5,2,0,1,0,0,0,0,15,
Baja Verapaz,Ignorado,972,23,559,102,137,92,40,15,2,0,2,15,
Alta Verapaz,Todos los pueblos,34605,187,6887,10048,7801,5467,3130,1013,61,6,5,15,
Alta Verapaz,Maya,31505,159,5951,9291,7084,5075,2930,950,57,6,2,15,
Alta Verapaz,Garifuna,3,0,2,0,0,1,0,0,0,0,0,15,
Alta Verapaz,Xinka,1,0,1,0,0,0,0,0,0,0,0,15,
Alta Verapaz,Mestizo/Ladino,1884,3,270,611,521,295,135,44,3,0,2,15,
Alta Verapaz,Otro,225,0,68,53,67,18,16,3,0,0,0,15,
Alta Verapaz,Ignorado,987,25,595,93,129,78,49,16,1,0,1,15,
Peten,Todos los pueblos,15111,185,3696,4412,3183,2133,1098,364,29,7,4,15,
Peten,Maya,4703,51,1020,1338,990,738,419,129,14,4,0,15,
Peten,Garifuna,4,0,0,0,3,0,0,1,0,0,0,15,
Peten,Xinka,0,0,0,0,0,0,0,0,0,0,0,15,
Peten,Mestizo/Ladino,9969,106,2337,3051,2175,1378,671,230,15,3,3,15,
Peten,Otro,17,0,12,2,2,1,0,0,0,0,0,15,
Peten,Ignorado,418,28,327,21,13,16,8,4,0,0,1,15,
Izabal,Todos los pueblos,10326,87,2265,3246,2244,1444,740,275,24,1,0,15,
Izabal,Maya,3464,27,734,1046,731,460,323,127,16,0,0,15,
Izabal,Garifuna,49,0,7,22,9,8,3,0,0,0,0,15,
Izabal,Xinka,2,0,1,0,1,0,0,0,0,0,0,15,
Izabal,Mestizo/Ladino,6216,26,1112,2112,1457,952,401,147,8,1,0,15,
Izabal,Otro,18,0,12,3,3,0,0,0,0,0,0,15,
Izabal,Ignorado,577,34,399,63,43,24,13,1,0,0,0,15,
Zacapa,Todos los pueblos,6115,44,1172,1929,1451,895,472,133,10,3,6,15,
Zacapa,Maya,46,0,2,17,18,5,3,1,0,0,0,15,
Zacapa,Garifuna,1,0,0,0,0,0,0,0,1,0,0,15,
Zacapa,Xinka,0,0,0,0,0,0,0,0,0,0,0,15,
Zacapa,Mestizo/Ladino,5633,18,839,1888,1409,871,460,131,9,3,5,15,
Zacapa,Otro,56,0,49,6,0,1,0,0,0,0,0,15,
Zacapa,Ignorado,379,26,282,18,24,18,9,1,0,0,1,15,
Chiquimula,Todos los pueblos,10967,40,2029,3229,2515,1804,994,321,27,4,4,15,
Chiquimula,Maya,2174,0,216,642,545,424,248,87,10,2,0,15,
Chiquimula,Garifuna,1,0,0,0,0,0,0,1,0,0,0,15,
Chiquimula,Xinka,0,0,0,0,0,0,0,0,0,0,0,15,
Chiquimula,Mestizo/Ladino,7537,10,1060,2498,1789,1267,679,214,17,1,2,15,
Chiquimula,Otro,91,0,43,9,19,14,5,1,0,0,0,15,
Chiquimula,Ignorado,1164,30,710,80,162,99,62,18,0,1,2,15,
Jalapa,Todos los pueblos,9340,61,1835,2724,2104,1419,903,274,18,1,1,15,
Jalapa,Maya,1531,0,53,341,433,365,248,83,8,0,0,15,
Jalapa,Garifuna,1,0,1,0,0,0,0,0,0,0,0,15,
Jalapa,Xinka,43,0,33,5,2,1,1,1,0,0,0,15,
Jalapa,Mestizo/Ladino,6364,5,797,2237,1555,973,608,178,9,1,1,15,
Jalapa,Otro,243,0,153,41,19,19,8,2,1,0,0,15,
Jalapa,Ignorado,1158,56,798,100,95,61,38,10,0,0,0,15,
Jutiapa,Todos los pueblos,11239,55,2185,3378,2602,1730,960,307,21,1,0,15,
Jutiapa,Maya,235,0,2,54,80,48,39,8,4,0,0,15,
Jutiapa,Garifuna,3,0,0,2,0,1,0,0,0,0,0,15,
Jutiapa,Xinka,105,0,8,20,30,20,22,5,0,0,0,15,
Jutiapa,Mestizo/Ladino,9847,13,1324,3238,2444,1640,882,288,17,1,0,15,
Jutiapa,Otro,211,0,179,19,8,0,5,0,0,0,0,15,
Jutiapa,Ignorado,838,42,672,45,40,21,12,6,0,0,0,15,
Extranjero,Todos los pueblos,107,0,10,32,22,29,11,2,0,0,1,15,
Extranjero,Maya,3,0,0,0,1,0,1,1,0,0,0,15,
Extranjero,Garifuna,0,0,0,0,0,0,0,0,0,0,0,15,
Extranjero,Xinka,0,0,0,0,0,0,0,0,0,0,0,15,
Extranjero,Mestizo/Ladino,63,0,6,22,12,16,6,1,0,0,0,15,
Extranjero,Otro,1,0,0,0,1,0,0,0,0,0,0,15,
Extranjero,Ignorado,40,0,4,10,8,13,4,0,0,0,1,15,
Ignorado,Todos los pueblos,29,1,0,4,0,0,1,0,0,0,23,15,
Ignorado,Maya,1,0,0,0,0,0,0,0,0,0,1,15,
Ignorado,Garifuna,0,0,0,0,0,0,0,0,0,0,0,15,
Ignorado,Xinka,0,0,0,0,0,0,0,0,0,0,0,15,
Ignorado,Mestizo/Ladino,0,0,0,0,0,0,0,0,0,0,0,15,
Ignorado,Otro,0,0,0,0,0,0,0,0,0,0,0,15,
Ignorado,Ignorado,28,1,0,4,0,0,1,0,0,0,22,15,
Todos los departamentos,Todos los pueblos,390382,2138,71903,118747,91918,61247,33894,9687,682,65,101,16,
Todos los departamentos,Maya,169303,514,23217,52377,40464,28896,17712,5684,404,33,2,16,
Todos los departamentos,Garifuna,113,2,18,37,31,13,9,3,0,0,0,16,
Todos los departamentos,Xinka,214,0,83,43,25,30,23,9,1,0,0,16,
Todos los departamentos,Mestizo/Ladino,184013,422,24329,63123,47253,29983,14958,3643,260,30,12,16,
Todos los departamentos,Otro,5292,7,3000,1147,517,393,172,54,1,0,1,16,
Todos los departamentos,Ignorado,31447,1193,21256,2020,3628,1932,1020,294,16,2,86,16,
Guatemala,Todos los pueblos,67192,233,10055,20327,17596,11547,6009,1331,80,2,12,16,
Guatemala,Maya,9275,3,650,3023,2609,1692,994,290,14,0,0,16,
Guatemala,Garifuna,9,0,3,2,1,1,2,0,0,0,0,16,
Guatemala,Xinka,1,0,0,1,0,0,0,0,0,0,0,16,
Guatemala,Mestizo/Ladino,49898,45,4404,16454,13910,9302,4740,974,65,2,2,16,
Guatemala,Otro,1558,0,1185,196,73,66,30,7,1,0,0,16,
Guatemala,Ignorado,6451,185,3813,651,1003,486,243,60,0,0,10,16,
El Progreso,Todos los pueblos,4044,20,818,1249,933,643,288,84,6,0,3,16,
El Progreso,Maya,55,0,6,17,18,8,3,3,0,0,0,16,
El Progreso,Garifuna,0,0,0,0,0,0,0,0,0,0,0,16,
El Progreso,Xinka,1,0,1,0,0,0,0,0,0,0,0,16,
El Progreso,Mestizo/Ladino,3713,15,696,1210,834,606,272,74,6,0,0,16,
El Progreso,Otro,8,0,0,3,2,3,0,0,0,0,0,16,
El Progreso,Ignorado,267,5,115,19,79,26,13,7,0,0,3,16,
Sacatepequez,Todos los pueblos,6734,26,1094,2113,1714,1093,552,132,8,2,0,16,
Sacatepequez,Maya,2495,4,233,820,680,462,226,66,3,1,0,16,
Sacatepequez,Garifuna,0,0,0,0,0,0,0,0,0,0,0,16,
Sacatepequez,Xinka,0,0,0,0,0,0,0,0,0,0,0,16,
Sacatepequez,Mestizo/Ladino,2877,3,257,1033,786,485,260,49,3,1,0,16,
Sacatepequez,Otro,502,0,110,205,82,68,28,9,0,0,0,16,
Sacatepequez,Ignorado,860,19,494,55,166,78,38,8,2,0,0,16,
Chimaltenango,Todos los pueblos,16563,25,2414,5029,4046,2832,1666,511,36,1,3,16,
Chimaltenango,Maya,12233,9,1140,3898,3074,2242,1379,457,32,1,1,16,
Chimaltenango,Garifuna,0,0,0,0,0,0,0,0,0,0,0,16,
Chimaltenango,Xinka,0,0,0,0,0,0,0,0,0,0,0,16,
Chimaltenango,Mestizo/Ladino,2818,0,304,1011,762,473,226,39,3,0,0,16,
Chimaltenango,Otro,163,0,97,30,17,13,5,1,0,0,0,16,
Chimaltenango,Ignorado,1349,16,873,90,193,104,56,14,1,0,2,16,
Escuintla,Todos los pueblos,16266,120,3568,5502,3828,2117,912,205,10,3,1,16,
Escuintla,Maya,480,1,37,152,129,104,42,14,1,0,0,16,
Escuintla,Garifuna,6,0,0,2,2,1,0,1,0,0,0,16,
Escuintla,Xinka,0,0,0,0,0,0,0,0,0,0,0,16,
Escuintla,Mestizo/Ladino,14091,52,2285,5211,3566,1944,835,186,9,3,0,16,
Escuintla,Otro,142,0,58,40,17,19,6,2,0,0,0,16,
Escuintla,Ignorado,1547,67,1188,97,114,49,29,2,0,0,1,16,
Santa Rosa,Todos los pueblos,9063,43,1874,2854,2089,1295,704,186,18,0,0,16,
Santa Rosa,Maya,78,0,9,17,22,17,11,2,0,0,0,16,
Santa Rosa,Garifuna,0,0,0,0,0,0,0,0,0,0,0,16,
Santa Rosa,Xinka,22,0,7,8,0,5,1,0,1,0,0,16,
Santa Rosa,Mestizo/Ladino,7859,5,1060,2777,1956,1213,661,171,16,0,0,16,
Santa Rosa,Otro,39,0,20,8,5,2,3,1,0,0,0,16,
Santa Rosa,Ignorado,1065,38,778,44,106,58,28,12,1,0,0,16,
Solola,Todos los pueblos,10351,33,1542,2857,2481,1855,1166,385,30,1,1,16,
Solola,Maya,9575,11,1146,2744,2352,1783,1134,374,30,1,0,16,
Solola,Garifuna,1,0,1,0,0,0,0,0,0,0,0,16,
Solola,Xinka,0,0,0,0,0,0,0,0,0,0,0,16,
Solola,Mestizo/Ladino,297,0,51,79,88,50,22,6,0,0,1,16,
Solola,Otro,72,0,47,14,4,4,1,2,0,0,0,16,
Solola,Ignorado,406,22,297,20,37,18,9,3,0,0,0,16,
Totonicapan,Todos los pueblos,13113,33,1931,3987,3248,2203,1245,426,37,2,1,16,
Totonicapan,Maya,11802,10,1326,3677,3049,2099,1200,402,37,2,0,16,
Totonicapan,Garifuna,4,0,0,1,2,0,0,1,0,0,0,16,
Totonicapan,Xinka,1,0,0,1,0,0,0,0,0,0,0,16,
Totonicapan,Mestizo/Ladino,365,0,47,155,100,44,16,3,0,0,0,16,
Totonicapan,Otro,236,1,61,102,31,24,12,5,0,0,0,16,
Totonicapan,Ignorado,705,22,497,51,66,36,17,15,0,0,1,16,
Quetzaltenango,Todos los pueblos,20774,119,3990,6315,5020,3190,1635,468,28,3,6,16,
Quetzaltenango,Maya,9597,14,1374,3135,2365,1555,861,274,17,2,0,16,
Quetzaltenango,Garifuna,4,1,1,2,0,0,0,0,0,0,0,16,
Quetzaltenango,Xinka,0,0,0,0,0,0,0,0,0,0,0,16,
Quetzaltenango,Mestizo/Ladino,8736,7,1104,3012,2328,1429,675,171,8,1,1,16,
Quetzaltenango,Otro,292,3,85,58,72,53,17,3,0,0,1,16,
Quetzaltenango,Ignorado,2145,94,1426,108,255,153,82,20,3,0,4,16,
Suchitepequez,Todos los pueblos,13349,66,2493,4346,3146,2051,983,248,14,0,2,16,
Suchitepequez,Maya,4870,0,351,1615,1330,928,494,144,8,0,0,16,
Suchitepequez,Garifuna,1,0,0,1,0,0,0,0,0,0,0,16,
Suchitepequez,Xinka,0,0,0,0,0,0,0,0,0,0,0,16,
Suchitepequez,Mestizo/Ladino,6882,9,1044,2604,1638,1041,441,98,6,0,1,16,
Suchitepequez,Otro,182,0,125,41,10,5,1,0,0,0,0,16,
Suchitepequez,Ignorado,1414,57,973,85,168,77,47,6,0,0,1,16,
Retalhuleu,Todos los pueblos,8144,57,1635,2703,1908,1112,575,144,8,1,1,16,
Retalhuleu,Maya,879,1,107,254,242,150,96,28,1,0,0,16,
Retalhuleu,Garifuna,3,0,1,2,0,0,0,0,0,0,0,16,
Retalhuleu,Xinka,0,0,0,0,0,0,0,0,0,0,0,16,
Retalhuleu,Mestizo/Ladino,6578,23,1182,2408,1537,876,442,102,7,1,0,16,
Retalhuleu,Otro,20,1,9,1,2,2,3,2,0,0,0,16,
Retalhuleu,Ignorado,664,32,336,38,127,84,34,12,0,0,1,16,
San Marcos,Todos los pueblos,31880,147,6022,9728,7288,5005,2755,852,65,11,7,16,
San Marcos,Maya,10412,23,1241,3104,2417,1902,1253,435,33,4,0,16,
San Marcos,Garifuna,6,1,0,0,4,1,0,0,0,0,0,16,
San Marcos,Xinka,0,0,0,0,0,0,0,0,0,0,0,16,
San Marcos,Mestizo/Ladino,18220,21,2466,6452,4549,2910,1414,372,31,5,0,16,
San Marcos,Otro,225,0,134,27,29,20,7,8,0,0,0,16,
San Marcos,Ignorado,3017,102,2181,145,289,172,81,37,1,2,7,16,
Huehuetenango,Todos los pueblos,38078,249,7785,11291,8407,5897,3313,1012,100,20,4,16,
Huehuetenango,Maya,24883,93,4141,7781,5533,4080,2391,774,75,15,0,16,
Huehuetenango,Garifuna,5,0,0,4,1,0,0,0,0,0,0,16,
Huehuetenango,Xinka,0,0,0,0,0,0,0,0,0,0,0,16,
Huehuetenango,Mestizo/Ladino,10457,25,1504,3375,2704,1724,867,227,25,5,1,16,
Huehuetenango,Otro,186,0,109,43,15,12,5,2,0,0,0,16,
Huehuetenango,Ignorado,2547,131,2031,88,154,81,50,9,0,0,3,16,
Quiche,Todos los pueblos,29490,173,5325,8711,6536,4531,3101,1047,61,1,4,16,
Quiche,Maya,25274,89,3486,7750,5875,4145,2882,990,55,1,1,16,
Quiche,Garifuna,5,0,0,2,2,0,1,0,0,0,0,16,
Quiche,Xinka,0,0,0,0,0,0,0,0,0,0,0,16,
Quiche,Mestizo/Ladino,2076,10,423,688,476,287,147,40,4,0,1,16,
Quiche,Otro,486,0,219,182,41,25,15,4,0,0,0,16,
Quiche,Ignorado,1649,74,1197,89,142,74,56,13,2,0,2,16,
Baja Verapaz,Todos los pueblos,8187,54,1707,2442,1859,1206,686,215,16,0,2,16,
Baja Verapaz,Maya,4523,9,613,1485,1090,723,438,151,14,0,0,16,
Baja Verapaz,Garifuna,0,0,0,0,0,0,0,0,0,0,0,16,
Baja Verapaz,Xinka,0,0,0,0,0,0,0,0,0,0,0,16,
Baja Verapaz,Mestizo/Ladino,2483,4,338,853,630,402,205,48,2,0,1,16,
Baja Verapaz,Otro,123,0,95,20,6,2,0,0,0,0,0,16,
Baja Verapaz,Ignorado,1058,41,661,84,133,79,43,16,0,0,1,16,
Alta Verapaz,Todos los pueblos,34340,223,6816,10077,7580,5426,3255,906,55,0,2,16,
Alta Verapaz,Maya,30908,163,5533,9422,6869,4962,3038,866,55,0,0,16,
Alta Verapaz,Garifuna,9,0,8,0,1,0,0,0,0,0,0,16,
Alta Verapaz,Xinka,1,0,1,0,0,0,0,0,0,0,0,16,
Alta Verapaz,Mestizo/Ladino,1771,5,215,557,501,335,136,22,0,0,0,16,
Alta Verapaz,Otro,266,2,91,50,69,36,16,2,0,0,0,16,
Alta Verapaz,Ignorado,1385,53,968,48,140,93,65,16,0,0,2,16,
Peten,Todos los pueblos,15474,172,3581,4760,3300,2126,1165,337,28,5,0,16,
Peten,Maya,5027,50,1039,1553,1037,741,450,145,9,3,0,16,
Peten,Garifuna,3,0,1,1,1,0,0,0,0,0,0,16,
Peten,Xinka,0,0,0,0,0,0,0,0,0,0,0,16,
Peten,Mestizo/Ladino,10052,90,2235,3194,2247,1367,708,190,19,2,0,16,
Peten,Otro,23,0,16,3,2,0,1,1,0,0,0,16,
Peten,Ignorado,369,32,290,9,13,18,6,1,0,0,0,16,
Izabal,Todos los pueblos,9800,98,2086,3154,2277,1313,676,174,15,4,3,16,
Izabal,Maya,3093,29,612,966,657,473,260,85,10,1,0,16,
Izabal,Garifuna,47,0,2,16,14,10,5,0,0,0,0,16,
Izabal,Xinka,1,0,1,0,0,0,0,0,0,0,0,16,
Izabal,Mestizo/Ladino,6206,45,1157,2141,1554,810,401,89,5,3,1,16,
Izabal,Otro,22,0,16,3,1,0,2,0,0,0,0,16,
Izabal,Ignorado,431,24,298,28,51,20,8,0,0,0,2,16,
Zacapa,Todos los pueblos,5443,43,992,1798,1314,767,387,126,8,1,7,16,
Zacapa,Maya,47,1,6,16,15,6,3,0,0,0,0,16,
Zacapa,Garifuna,1,0,0,0,1,0,0,0,0,0,0,16,
Zacapa,Xinka,0,0,0,0,0,0,0,0,0,0,0,16,
Zacapa,Mestizo/Ladino,4890,14,629,1750,1244,743,374,125,8,1,2,16,
Zacapa,Otro,60,0,43,10,5,2,0,0,0,0,0,16,
Zacapa,Ignorado,445,28,314,22,49,16,10,1,0,0,5,16,
Chiquimula,Todos los pueblos,11375,67,2077,3350,2653,1854,1024,325,20,4,1,16,
Chiquimula,Maya,2147,4,148,632,586,391,290,88,6,2,0,16,
Chiquimula,Garifuna,1,0,0,1,0,0,0,0,0,0,0,16,
Chiquimula,Xinka,0,0,0,0,0,0,0,0,0,0,0,16,
Chiquimula,Mestizo/Ladino,7906,13,1114,2641,1896,1339,680,211,10,2,0,16,
Chiquimula,Otro,110,0,66,12,7,15,7,3,0,0,0,16,
Chiquimula,Ignorado,1211,50,749,64,164,109,47,23,4,0,1,16,
Jalapa,Todos los pueblos,9303,72,1864,2764,2088,1444,800,253,18,0,0,16,
Jalapa,Maya,1436,0,14,281,436,382,238,82,3,0,0,16,
Jalapa,Garifuna,5,0,1,3,0,0,0,1,0,0,0,16,
Jalapa,Xinka,90,0,68,17,1,2,2,0,0,0,0,16,
Jalapa,Mestizo/Ladino,6173,13,678,2310,1502,984,516,157,13,0,0,16,
Jalapa,Otro,345,0,224,68,23,18,11,1,0,0,0,16,
Jalapa,Ignorado,1254,59,879,85,126,58,33,12,2,0,0,16,
Jutiapa,Todos los pueblos,11246,64,2219,3351,2573,1714,981,318,21,4,1,16,
Jutiapa,Maya,213,0,5,35,78,51,29,14,1,0,0,16,
Jutiapa,Garifuna,3,0,0,0,2,0,1,0,0,0,0,16,
Jutiapa,Xinka,97,0,5,16,24,23,20,9,0,0,0,16,
Jutiapa,Mestizo/Ladino,9608,23,1126,3194,2430,1610,913,288,20,4,0,16,
Jutiapa,Otro,228,0,190,30,3,3,1,1,0,0,0,16,
Jutiapa,Ignorado,1097,41,893,76,36,27,17,6,0,0,1,16,
Extranjero,Todos los pueblos,130,1,15,38,33,25,16,2,0,0,0,16,
Extranjero,Maya,1,0,0,0,1,0,0,0,0,0,0,16,
Extranjero,Garifuna,0,0,0,0,0,0,0,0,0,0,0,16,
Extranjero,Xinka,0,0,0,0,0,0,0,0,0,0,0,16,
Extranjero,Mestizo/Ladino,56,0,10,14,15,9,7,1,0,0,0,16,
Extranjero,Otro,3,0,0,0,1,1,1,0,0,0,0,16,
Extranjero,Ignorado,70,1,5,24,16,15,8,1,0,0,0,16,
Ignorado,Todos los pueblos,43,0,0,1,1,1,0,0,0,0,40,16,
Ignorado,Maya,0,0,0,0,0,0,0,0,0,0,0,16,
Ignorado,Garifuna,0,0,0,0,0,0,0,0,0,0,0,16,
Ignorado,Xinka,0,0,0,0,0,0,0,0,0,0,0,16,
Ignorado,Mestizo/Ladino,1,0,0,0,0,0,0,0,0,0,1,16,
Ignorado,Otro,1,0,0,1,0,0,0,0,0,0,0,16,
Ignorado,Ignorado,41,0,0,0,1,1,0,0,0,0,39,16,
Todos los departamentos,Todos los pueblos,381664,2021,72352,116707,88738,58728,32646,9609,688,57,118,17,
Todos los departamentos,Maya,162936,415,22749,50477,38888,27624,16800,5552,393,35,3,17,
Todos los departamentos,Garifuna,93,0,18,32,23,13,6,1,0,0,0,17,
Todos los departamentos,Xinka,239,0,69,88,27,20,24,10,1,0,0,17,
Todos los departamentos,Mestizo/Ladino,176971,418,22861,60755,45476,28851,14620,3698,261,19,12,17,
Todos los departamentos,Otro,6585,1,2528,2974,486,332,192,68,4,0,0,17,
Todos los departamentos,Ignorado,34840,1187,24127,2381,3838,1888,1004,280,29,3,103,17,
Guatemala,Todos los pueblos,66407,231,9974,20206,17091,11429,6061,1321,80,2,12,17,
Guatemala,Maya,9018,1,488,2908,2553,1799,986,261,20,1,1,17,
Guatemala,Garifuna,12,0,1,5,3,3,0,0,0,0,0,17,
Guatemala,Xinka,2,0,0,1,1,0,0,0,0,0,0,17,
Guatemala,Mestizo/Ladino,47554,40,3658,15661,13285,9082,4781,988,56,1,2,17,
Guatemala,Otro,2245,0,1134,947,65,44,40,14,1,0,0,17,
Guatemala,Ignorado,7576,190,4693,684,1184,501,254,58,3,0,9,17,
El Progreso,Todos los pueblos,3990,20,856,1225,915,579,293,92,9,1,0,17,
El Progreso,Maya,50,1,4,14,24,3,3,1,0,0,0,17,
El Progreso,Garifuna,1,0,0,0,1,0,0,0,0,0,0,17,
El Progreso,Xinka,0,0,0,0,0,0,0,0,0,0,0,17,
El Progreso,Mestizo/Ladino,3685,14,736,1205,823,537,275,87,7,1,0,17,
El Progreso,Otro,13,0,7,3,1,2,0,0,0,0,0,17,
El Progreso,Ignorado,241,5,109,3,66,37,15,4,2,0,0,17,
Sacatepequez,Todos los pueblos,6631,24,1134,2079,1683,1064,526,107,13,0,1,17,
Sacatepequez,Maya,2226,2,192,711,618,425,223,48,7,0,0,17,
Sacatepequez,Garifuna,0,0,0,0,0,0,0,0,0,0,0,17,
Sacatepequez,Xinka,0,0,0,0,0,0,0,0,0,0,0,17,
Sacatepequez,Mestizo/Ladino,2812,2,190,1029,838,476,226,46,5,0,0,17,
Sacatepequez,Otro,513,0,90,237,79,74,28,4,1,0,0,17,
Sacatepequez,Ignorado,1080,20,662,102,148,89,49,9,0,0,1,17,
Chimaltenango,Todos los pueblos,15824,30,2315,4786,4018,2571,1594,472,34,0,4,17,
Chimaltenango,Maya,11452,3,966,3646,3078,2050,1287,395,27,0,0,17,
Chimaltenango,Garifuna,1,0,0,0,0,1,0,0,0,0,0,17,
Chimaltenango,Xinka,0,0,0,0,0,0,0,0,0,0,0,17,
Chimaltenango,Mestizo/Ladino,2681,0,253,965,753,407,243,52,7,0,1,17,
Chimaltenango,Otro,183,0,67,86,15,8,4,3,0,0,0,17,
Chimaltenango,Ignorado,1507,27,1029,89,172,105,60,22,0,0,3,17,
Escuintla,Todos los pueblos,16249,120,3481,5484,3895,2114,904,233,11,0,7,17,
Escuintla,Maya,519,0,38,169,150,96,52,13,1,0,0,17,
Escuintla,Garifuna,2,0,0,0,0,2,0,0,0,0,0,17,
Escuintla,Xinka,0,0,0,0,0,0,0,0,0,0,0,17,
Escuintla,Mestizo/Ladino,13676,41,1923,5112,3575,1970,831,214,10,0,0,17,
Escuintla,Otro,245,0,109,88,28,12,5,3,0,0,0,17,
Escuintla,Ignorado,1807,79,1411,115,142,34,16,3,0,0,7,17,
Santa Rosa,Todos los pueblos,8464,53,1725,2853,1901,1112,598,207,14,1,0,17,
Santa Rosa,Maya,73,0,2,28,19,15,4,5,0,0,0,17,
Santa Rosa,Garifuna,0,0,0,0,0,0,0,0,0,0,0,17,
Santa Rosa,Xinka,39,0,14,17,1,1,5,0,1,0,0,17,
Santa Rosa,Mestizo/Ladino,7190,5,877,2738,1756,1048,556,196,13,1,0,17,
Santa Rosa,Otro,54,0,17,24,6,3,4,0,0,0,0,17,
Santa Rosa,Ignorado,1108,48,815,46,119,45,29,6,0,0,0,17,
Solola,Todos los pueblos,10209,30,1581,2822,2330,1876,1138,399,27,2,4,17,
Solola,Maya,9295,13,1114,2633,2219,1798,1102,388,25,2,1,17,
Solola,Garifuna,0,0,0,0,0,0,0,0,0,0,0,17,
Solola,Xinka,0,0,0,0,0,0,0,0,0,0,0,17,
Solola,Mestizo/Ladino,306,2,42,107,84,44,23,4,0,0,0,17,
Solola,Otro,117,0,48,46,4,10,7,2,0,0,0,17,
Solola,Ignorado,491,15,377,36,23,24,6,5,2,0,3,17,
Totonicapan,Todos los pueblos,12744,33,2084,3910,3023,2017,1232,416,26,3,0,17,
Totonicapan,Maya,11217,12,1258,3571,2859,1911,1188,394,23,1,0,17,
Totonicapan,Garifuna,2,0,1,0,0,1,0,0,0,0,0,17,
Totonicapan,Xinka,0,0,0,0,0,0,0,0,0,0,0,17,
Totonicapan,Mestizo/Ladino,391,0,85,139,97,47,17,6,0,0,0,17,
Totonicapan,Otro,200,0,36,112,23,15,8,5,1,0,0,17,
Totonicapan,Ignorado,934,21,704,88,44,43,19,11,2,2,0,17,
Quetzaltenango,Todos los pueblos,20248,102,3908,6285,4747,3094,1615,463,30,1,3,17,
Quetzaltenango,Maya,9518,18,1350,3221,2218,1561,865,264,21,0,0,17,
Quetzaltenango,Garifuna,3,0,2,1,0,0,0,0,0,0,0,17,
Quetzaltenango,Xinka,1,0,1,0,0,0,0,0,0,0,0,17,
Quetzaltenango,Mestizo/Ladino,8371,8,1063,2863,2255,1349,653,173,6,1,0,17,
Quetzaltenango,Otro,310,1,69,98,76,39,23,3,1,0,0,17,
Quetzaltenango,Ignorado,2045,75,1423,102,198,145,74,23,2,0,3,17,
Suchitepequez,Todos los pueblos,13549,70,2523,4462,3265,1972,990,255,12,0,0,17,
Suchitepequez,Maya,4526,7,276,1458,1302,861,468,149,5,0,0,17,
Suchitepequez,Garifuna,2,0,0,0,1,0,1,0,0,0,0,17,
